Time,z_i,x,y_0,y_1,L,v,z_a,m_0,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,R0,a0,a1,k,u,lambda,d,beta,gamma,alpha,phi,eta,pa,ca,r,ba,p_i,ci,bi,xi,COMpartment,Host_cell_proliferation,Host_cell_death,Infection_1,Infection_2,Infected_cell_death_1,Infected_cell_infection_progression_1,Infected_cell_infection_progression_2,CTL_induced_infected_cell_death_1,Infected_cell_death_2,CTL_induced_infected_cell_death_2,Infected_cell_death_3,Virus_particle_production,Viral_particle_degradation,Precursor_T_cell_differentiation_2,Infection_induced_CTL_proliferation_stimulation,CTL_cell_death,Naive_CTL_division_1,Naive_CTL_division_2,Naive_CTL_division_3,Naive_CTL_division_4,Naive_CTL_division_5,Naive_CTL_division_6,Naive_CTL_division_7,Naive_CTL_division_8,Precursor_T_cell_differentiation_1,NK_cell_production,NK_infection_induced_production,NK_cell_death,NK_induced_infected_cell_death_1,NK_induced_infected_cell_death_2
213.0,0.4614922973795511,99.93574224669878,0.006723132057464338,0.00010370057063320266,0.02719928138700585,0.00010504873668486956,4.258183611085987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993574224669878,0.0010498123472680455,0.005249061736340228,0.0006723132057464338,6.723132057464338e-05,0.0027199281387005852,2.8628330742261453e-08,2.0740114126640533e-05,4.415760703305683e-10,0.0027199281387005852,0.00010370057063320266,0.00010504873668486956,0.0,0.4505835555951764,0.4258183611085987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03780636808039695,0.046149229737955114,0.0031026736587853256,4.785701458108711e-05
213.5,0.4622658450643894,99.93581410249539,0.006686623886019596,0.00010301875704597,0.02710033052771678,0.0001043729189765029,4.269970257169733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.99358141024954,0.0010430592628170607,0.005215296314085303,0.0006686623886019596,6.686623886019597e-05,0.0027100330527716782,2.8551685114184378e-08,2.0603751409194e-05,4.398870285168868e-10,0.0027100330527716782,0.00010301875704597,0.0001043729189765029,0.0,0.4493693682118696,0.42699702571697334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03766343872898302,0.04622658450643894,0.00309099784129858,4.762205278333834e-05
214.0,0.4629290223548625,99.93590224328989,0.0066497216464964665,0.00010234146266199616,0.026994706295387052,0.00010369565742840078,4.280548662272715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.99359022432899,0.001036291908381834,0.005181459541909169,0.0006649721646496467,6.649721646496467e-05,0.0026994706295387053,2.846445709839637e-08,2.0468292532399232e-05,4.3807761109284073e-10,0.0026994706295387053,0.00010234146266199616,0.00010369565742840078,0.0,0.4479892879970827,0.42805486622727157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03750871168801272,0.04629290223548625,0.003078349140744576,4.7376833256484545e-05
214.5,0.46348170234048314,99.9360058783377,0.0066125891266100995,0.00010167130183762051,0.026883042141642638,0.00010301982987606977,4.289899474625589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.99360058783377,0.0010295390324080258,0.005147695162040129,0.00066125891266101,6.6125891266101e-05,0.002688304214164264,2.8367342620159545e-08,2.0334260367524103e-05,4.361596643377079e-10,0.002688304214164264,0.00010167130183762051,0.00010301982987606977,0.0,0.44645428540970744,0.4289899474625589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03734324224001149,0.046348170234048316,0.0030648140652794176,4.7122788054873447e-05
215.0,0.46392430563542747,99.93612416194846,0.006575384886308635,0.00010101072515083571,0.026765986159761012,0.00010234816728842224,4.298009846879941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993612416194846,0.0010228279153883637,0.005114139576941818,0.0006575384886308636,6.575384886308635e-05,0.0026765986159761014,2.8261068988380054e-08,2.0202145030167143e-05,4.3414509133877517e-10,0.0026765986159761014,0.00010101072515083571,0.00010234816728842224,0.0,0.44477581823564183,0.4298009846879941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.037168106378325,0.04639243056354275,0.003050480867666418,4.6861330527332464e-05
215.5,0.4642577492415494,99.93625621454774,0.006538260292171961,0.00010036202631381857,0.0266441862716254,0.00010168328532430018,4.304873117924866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993625621454775,0.0010161846854906224,0.005080923427453112,0.0006538260292171961,6.538260292171961e-05,0.00266441862716254,2.8146380969766653e-08,2.0072405262763716e-05,4.3204578913882556e-10,0.00266441862716254,0.00010036202631381857,0.00010168328532430018,0.0,0.442965614763035,0.4304873117924866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03698438226773909,0.04642577492415494,0.00303543800719915,4.659384844577456e-05
216.0,0.46448341879587773,99.93640113594267,0.006501358019280064,9.972733053638375e-05,0.026518280805417804,0.00010102767533806662,4.310488718639972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993640113594267,0.001009634228841681,0.0050481711442084045,0.0006501358019280065,6.501358019280065e-05,0.0026518280805417804,2.802403039794623e-08,1.994546610727675e-05,4.298735332171617e-10,0.0026518280805417804,9.972733053638375e-05,0.00010102767533806662,0.0,0.44103551093303256,0.4310488718639972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03679313629255352,0.046448341879587775,0.0030197729996112002,4.632169143492606e-05
216.5,0.46460319513143855,99.93655798628592,0.0064648145100109,9.910860217855801e-05,0.02638891282726187,0.000100383663195986,4.314862205665131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993655798628593,0.001003199777786145,0.005015998888930725,0.0006464814510010901,6.4648145100109e-05,0.002638891282726187,2.7894783795881573e-08,1.9821720435711602e-05,4.276399617965608e-10,0.002638891282726187,9.910860217855801e-05,0.000100383663195986,0.0,0.43899756824401115,0.4314862205665131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03659543580624382,0.04646031951314386,0.0030035734772831495,4.60461732371687e-05
217.0,0.46461931531631934,99.93672582212537,0.00642875804782533,9.850765071549257e-05,0.02625670765449418,9.975332574856689e-05,4.318004212668028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993672582212538,0.000996902076517969,0.0049845103825898445,0.000642875804782533,6.42875804782533e-05,0.0026256707654494183,2.7759404332733266e-08,1.9701530143098515e-05,4.253564507695276e-10,0.0026256707654494183,9.850765071549257e-05,9.975332574856689e-05,0.0,0.4368637921442933,0.43180042126680285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0363923246369248,0.04646193153163194,0.0029869251625148827,4.576855722885129e-05
217.5,0.4645342439976924,99.93690367704225,0.006393314931963754,9.792622958448175e-05,0.02612229661798975,9.913867622545999e-05,4.319928048650596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993690367704225,0.0009907612336613274,0.004953806168306637,0.0006393314931963755,6.393314931963755e-05,0.002612229661798975,2.76186604984469e-08,1.9585245916896353e-05,4.230342658806005e-10,0.002612229661798975,9.792622958448175e-05,9.913867622545999e-05,0.0,0.4346462688470763,0.43199280486505964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03618484566703815,0.04645342439976924,0.002969913718558941,4.549008702757169e-05
218.0,0.4643516988068824,99.93709056681463,0.0063585810209715035,9.736548265615167e-05,0.025986255499987967,9.854130764464529e-05,4.320664446329416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993709056681464,0.000984793158665526,0.00492396579332763,0.0006358581020971504,6.358581020971504e-05,0.0025986255499987967,2.747329494641657e-08,1.9473096531230337e-05,4.206835792121379e-10,0.0025986255499987967,9.736548265615167e-05,9.854130764464529e-05,0.0,0.432356667147245,0.43206644463294164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.035973956716390254,0.04643516988068824,0.002952617899089318,4.521182727653607e-05
218.5,0.4640743788473325,99.93728553489981,0.0063246743503029435,9.682700690869714e-05,0.02584919465736471,9.796317924065095e-05,4.3202302800822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993728553489982,0.0009790174215679505,0.004895087107839752,0.0006324674350302944,6.324674350302943e-05,0.0025849194657364713,2.732404963983799e-08,1.936540138173943e-05,4.1831496717668175e-10,0.0025849194657364713,9.682700690869714e-05,9.796317924065095e-05,0.0,0.4300066514087274,0.43202302800822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03576065104338354,0.046407437884733255,0.0029351193205284947,4.49349330868e-05
219.0,0.4637061746887819,99.93748759361074,0.006291687384283251,9.63118475526328e-05,0.025711682438494424,9.740563140566384e-05,4.318658898942171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993748759361075,0.0009734474080151351,0.004867237040075675,0.0006291687384283252,6.29168738428325e-05,0.002571168243849443,2.717165171149705e-08,1.9262369510526563e-05,4.1593801750673937e-10,0.002571168243849443,9.63118475526328e-05,9.740563140566384e-05,0.0,0.4276076407995587,0.4318658898942171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03554585625251394,0.04637061746887819,0.0029174942893036545,4.466039840584048e-05
219.5,0.46325098747397436,99.93769577516274,0.006259710079528494,9.582101666210261e-05,0.025574268992879227,9.686986543184363e-05,4.31598436481306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993769577516275,0.0009680951141308543,0.004840475570654271,0.0006259710079528494,6.259710079528494e-05,0.002557426899287923,2.7016810831507692e-08,1.9164203332420523e-05,4.1356200973412655e-10,0.002557426899287923,9.582101666210261e-05,9.686986543184363e-05,0.0,0.4251707790392482,0.431598436481306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.035330472674782135,0.04632509874739744,0.0028998168756423654,4.438918058947919e-05
220.0,0.4627129862099044,99.9379091290791,0.006228822727968404,9.53554111227051e-05,0.02543747464056536,9.635713065595734e-05,4.3122446827973535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993790912907912,0.0009629730167433867,0.004814865083716933,0.0006228822727968404,6.228822727968404e-05,0.002543747464056536,2.6860207688769056e-08,1.9071082224541023e-05,4.111958645898407e-10,0.002543747464056536,9.53554111227051e-05,9.635713065595734e-05,0.0,0.4227067550770629,0.4312244682797354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03511535222474692,0.04627129862099044,0.0028821571650303832,4.412218703186001e-05
220.5,0.4620965402694795,99.93812671416373,0.006199098852071065,9.491578400201936e-05,0.025301800672698216,9.586845609137776e-05,4.307481116852631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993812671416373,0.0009580913912751353,0.004790456956375676,0.0006199098852071065,6.199098852071065e-05,0.0025301800672698216,2.6702501246798932e-08,1.8983156800403873e-05,4.0884794727996137e-10,0.0025301800672698216,9.491578400201936e-05,9.586845609137776e-05,0.0,0.42022591250822283,0.4307481116852631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.034901308652818076,0.046209654026947954,0.002864582132330541,4.3860255404298354e-05
221.0,0.4614061914915173,99.93834760640004,0.006170604874268973,9.450276182712151e-05,0.025167724094864174,9.540472887831919e-05,4.301737852381726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993834760640006,0.0009534590957935817,0.004767295478967907,0.0006170604874268974,6.170604874268973e-05,0.0025167724094864174,2.6544324559734023e-08,1.8900552365424303e-05,4.0652610770634343e-10,0.0025167724094864174,9.450276182712151e-05,9.540472887831919e-05,0.0,0.4177381853453257,0.4301737852381726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03468911344386626,0.04614061914915173,0.0028471552942354395,4.360415942008208e-05
221.5,0.46064662635276804,99.9385709034492,0.006143400122675936,9.411685975712684e-05,0.025035695431661373,9.496671618715336e-05,4.2950616644195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993857090344921,0.0009490837899137565,0.004745418949568782,0.0006143400122675936,6.143400122675936e-05,0.0025035695431661377,2.6386282356095466e-08,1.8823371951425368e-05,4.0423771631838186e-10,0.0025035695431661377,9.411685975712684e-05,9.496671618715336e-05,0.0,0.41525306112241467,0.42950616644195005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03447949385731065,0.04606466263527681,0.002829936540845851,4.3354613930037076e-05
222.0,0.45982264657022787,99.93879572625211,0.00611753721666282,9.375848367991678e-05,0.024906139189646317,9.455506067657048e-05,4.287501561667922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993879572625211,0.0009449718893839152,0.004724859446919576,0.000611753721666282,6.11753721666282e-05,0.002490613918964632,2.6228950370003467e-08,1.8751696735983358e-05,4.0198964519725946e-10,0.002490613918964632,9.375848367991678e-05,9.455506067657048e-05,0.0,0.41277957023561135,0.4287501561667922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03427313313074249,0.04598226465702279,0.0028129821534577633,4.311227410411085e-05
222.5,0.45893913823261795,99.93902122174484,0.0060930623517383604,9.342793871274711e-05,0.024779453423946367,9.417029189132669e-05,4.279108400726416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993902122174484,0.0009411286799785205,0.004705643399892602,0.0006093062351738361,6.0930623517383606e-05,0.002477945342394637,2.6072874295473475e-08,1.8685587742549425e-05,3.99788277408269e-10,0.002477945342394637,9.342793871274711e-05,9.417029189132669e-05,0.0,0.410326269879667,0.4279108400726417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03407067027100908,0.0458939138232618,0.0027963447849044115,4.2877737679678006e-05
223.0,0.4580010430148056,99.93924656531134,0.006070015531559383,9.312543677577683e-05,0.024656009447623625,9.381283465948408e-05,4.269934526338882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993924656531135,0.0009375584014024965,0.004687792007012482,0.0006070015531559384,6.070015531559383e-05,0.0024656009447623626,2.5918568893618667e-08,1.862508735515537e-05,3.976395177692781e-10,0.0024656009447623626,9.312543677577683e-05,9.381283465948408e-05,0.0,0.4079012303765132,0.4269934526338882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.033872699900937386,0.045800104301480564,0.002780073444570267,4.2651547174515125e-05
223.5,0.4570133748000847,99.93947095830838,0.006048430642330114,9.28510947930462e-05,0.024536152845409945,9.348300632079453e-05,4.26003395365947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993947095830839,0.0009342642195292404,0.004671321097646202,0.0006048430642330115,6.048430642330114e-05,0.0024536152845409946,2.5766519902680637e-08,1.857021895860924e-05,3.9554881645283075e-10,0.0024536152845409946,9.28510947930462e-05,9.348300632079453e-05,0.0,0.4055120651465688,0.426003395365947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03367977470736939,0.04570133748000847,0.0027642137000955295,4.243419218525262e-05
224.0,0.45598111587447915,99.93969363556496,0.006028336760416524,9.260495873662873e-05,0.024420203303221914,9.318103078478908e-05,4.249461057484948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993969363556497,0.0009312483669277968,0.004656241834638984,0.0006028336760416524,6.028336760416524e-05,0.0024420203303221915,2.5617182304794985e-08,1.8520991747325748e-05,3.9352116588130425e-10,0.0024420203303221915,9.260495873662873e-05,9.318103078478908e-05,0.0,0.4031659037954825,0.4249461057484948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.033492406023625285,0.04559811158744792,0.002748807722881869,4.222611242023806e-05
224.5,0.45490928544000414,99.93991386562173,0.006009756413299859,9.238697482956853e-05,0.02430845042977118,9.290701352368091e-05,4.238271563180025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.993991386562174,0.0009285118929068824,0.004642559464534412,0.000600975641329986,6.009756413299859e-05,0.002430845042977118,2.5470979708127574e-08,1.8477394965913707e-05,3.91561088228389e-10,0.002430845042977118,9.238697482956853e-05,9.290701352368091e-05,0.0,0.4008693823435175,0.42382715631800255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.033311060260156844,0.045490928544000414,0.0027338939956427213,4.2027692703682666e-05
225.0,0.45380286335840786,99.94013094959892,0.005992707119151624,9.219702094000426e-05,0.024201159665578786,9.266099454136404e-05,4.2265213959820125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.994013094959893,0.0009260551928383994,0.004630275964191997,0.0005992707119151625,5.992707119151624e-05,0.002420115966557879,2.5328304858948068e-08,1.8439404188000852e-05,3.8967268164872963e-10,0.002420115966557879,9.219702094000426e-05,9.266099454136404e-05,0.0,0.39862865187925034,0.42265213959820125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03313616306442014,0.04538028633584079,0.0027195076499393223,4.183927209568902e-05
225.5,0.452666759323131,99.94034422110558,0.005977202073942086,9.203491902436709e-05,0.024098574241553358,9.244296342291432e-05,4.21426623097095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.994034422110559,0.000923878158530513,0.004619390792652564,0.0005977202073942086,5.977202073942086e-05,0.002409857424155336,2.518952085590366e-08,1.840698380487342e-05,3.8785965131453603e-10,0.002409857424155336,9.203491902436709e-05,9.244296342291432e-05,0.0,0.39644939786188205,0.42142662309709505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.032968102094042266,0.0452666759323131,0.0027056806926308618,4.1661148539327024e-05
226.0,0.4515058619811781,99.94055304855125,0.00596324894355471,9.190041523424061e-05,0.02400091000886904,9.225282014038541e-05,4.201562256244261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.994055304855125,0.0009219797865118646,0.004609898932559323,0.000596324894355471,5.9632489435547105e-05,0.0024000910008869043,2.5054961685827935e-08,1.8380083046848122e-05,3.8612531598136047e-10,0.0024000910008869043,9.190041523424061e-05,9.225282014038541e-05,0.0,0.3943368485280441,0.42015622562442617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03280722516797739,0.04515058619811781,0.002692441854468019,4.1493576196764e-05
226.5,0.45032494403120354,99.94075683810681,0.005950851435505341,9.179321918314267e-05,0.02390835877622618,9.209041555397157e-05,4.188464823585746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.994075683810681,0.0009203585827999681,0.004601792913999841,0.0005950851435505342,5.950851435505341e-05,0.0023908358776226183,2.4924931907998863e-08,1.8358643836628535e-05,3.8447266959228937e-10,0.0023908358776226183,9.179321918314267e-05,9.209041555397157e-05,0.0,0.3922957709526628,0.41884648235857463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03265384339107651,0.045032494403120356,0.00267981683963195,4.133677629109272e-05
227.0,0.44912877243547417,99.9409550146681,0.005940010101315472,9.171299774839495e-05,0.023821097336494516,9.195555712486817e-05,4.175029641939803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.994095501466811,0.0009190126197965194,0.004595063098982596,0.0005940010101315473,5.940010101315472e-05,0.002382109733649452,2.4799718246413948e-08,1.8342599549678992e-05,3.829044841507073e-10,0.002382109733649452,9.171299774839495e-05,9.195555712486817e-05,0.0,0.3903306523237522,0.4175029641939803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.032508244693838985,0.04491287724354742,0.0026678294450581345,4.119094609511403e-05
227.5,0.44792180380420665,99.94114709494048,0.005930716038489742,9.165925736499554e-05,0.0237392463114475,9.184781605360199e-05,4.161310198958635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.994114709494049,0.0009179376094562071,0.004589688047281036,0.0005930716038489742,5.930716038489742e-05,0.00237392463114475,2.4679549138094913e-08,1.8331851472999107e-05,3.814226025019303e-10,0.00237392463114475,9.165925736499554e-05,9.184781605360199e-05,0.0,0.3884450619792511,0.4161310198958635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03237063846846176,0.04479218038042067,0.0026564970258108637,4.1056179894282814e-05
228.0,0.4467086500934221,99.94133254273477,0.005922966249965358,9.163159609509835e-05,0.023662960182713473,9.176689232331391e-05,4.147360943299756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.994133254273478,0.0009171305502097652,0.0045856527510488255,0.0005922966249965358,5.9229662499653584e-05,0.0023662960182713475,2.4564678893588944e-08,1.832631921901967e-05,3.8002930281702925e-10,0.0023662960182713475,9.163159609509835e-05,9.176689232331391e-05,0.0,0.3866429770442926,0.4147360943299756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03224127461602165,0.04467086500934221,0.0026458402580709236,4.093262659754707e-05
228.5,0.4454936345615876,99.94151091606633,0.005916746734499028,9.16294518177829e-05,0.023592334603654782,9.171236087965552e-05,4.133234324854566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,12.0,0.1,0.01,1.0,10.0,9.994151091606634,0.0009165871915992309,0.0045829359579961535,0.0005916746734499029,5.916746734499028e-05,0.0023592334603654785,2.4455300694502546e-08,1.832589036355658e-05,3.7872599542086783e-10,0.0023592334603654785,9.16294518177829e-05,9.171236087965552e-05,0.0,0.384927413693813,0.41332343248545667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0321203201406668,0.04454936345615876,0.0026358730075323766,4.082033752318997e-05
