Time,mwd805cc43_4a96_472f_a894_c119a6aa895f,mw447078ee_8bc8_4358_abcd_ade10dba93b0,mw40a96ef6_32da_46d1_9712_4f53f60bad43,mwe1a0a651_d2d5_4f75_8d45_9336c60eb9a6,mw168e0d8a_b9f7_4d4c_b437_a81206c5d381,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_14,parameter_15,parameter_22,parameter_23,parameter_24,parameter_25,parameter_26,mw0dac359a_a4cd_40bf_97a0_45006cef2a7c,mw44539b83_caa2_4da5_bae0_a8dcf7439431,mw97ca2b6b_8c30_48ef_80cb_5ce4ebaa420f,mw18c30692_65ff_4c7a_b820_079f8ddd9b33,mwf3ceaa7c_ebe4_4e1b_842a_b4446b0aa527
0.66,0.031730689404937874,0.0001514280723807354,7.503712226299503e-06,7.503712226299503e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010353646465070874,1.5000000000000094e-05,0.00015,0.031897189404937874,0.052,1.0,6.623813860894193e-07,6.686571718822768e-07,1.2992792048260366e-09
0.67,0.031730688198018615,0.00015142807237799108,7.503762084812701e-06,7.503762084812701e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010353769014168937,1.5000000000000094e-05,0.00015,0.031897188198018615,0.052,1.0,6.623896702429301e-07,6.68665084109338e-07,1.3167296844453775e-09
0.68,0.031730686991175656,0.00015142807237524328,7.503811753187617e-06,7.503811753187617e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010353891096536552,1.5000000000000094e-05,0.00015,0.031897186991175656,0.052,1.0,6.62397922846189e-07,6.686729662024373e-07,1.3341136156660203e-09
0.6900000000000001,0.03173068578440899,0.00015142807237249548,7.503861231424249e-06,7.50386123142425e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010354012712166634,1.5000000000000094e-05,0.00015,0.03189718578440899,0.052,1.0,6.624061438987159e-07,6.686808181611331e-07,1.351430998487502e-09
0.7000000000000001,0.031730684577718625,0.00015142807236974767,7.503910519522599e-06,7.503910519522599e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010354133861052129,1.5000000000000094e-05,0.00015,0.031897184577718625,0.052,1.0,6.624143334000331e-07,6.686886399849704e-07,1.3686818329098224e-09
0.71,0.03173068337110455,0.00015142807236699987,7.503959617482665e-06,7.503959617482665e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010354254543186015,1.5000000000000094e-05,0.00015,0.03189718337110455,0.052,1.0,6.624224913496643e-07,6.686964316734966e-07,1.3858661189329817e-09
0.72,0.03173068216456678,0.00015142807236425554,7.504008525304449e-06,7.50400852530445e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010354374758561298,1.5000000000000094e-05,0.00015,0.03189718216456678,0.052,1.0,6.624306177471355e-07,6.687041932262753e-07,1.402983856557443e-09
0.73,0.0317306809581053,0.00015142807236150774,7.504057242987949e-06,7.504057242987949e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010354494507170995,1.5000000000000094e-05,0.00015,0.0318971809581053,0.052,1.0,6.624387125919738e-07,6.68711924642826e-07,1.4200350457822797e-09
0.74,0.03173067975172012,0.0001514280723587634,7.504105770533167e-06,7.504105770533167e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010354613789008173,1.5000000000000094e-05,0.00015,0.03189717975172012,0.052,1.0,6.62446775883709e-07,6.687196259227321e-07,1.4370196866084186e-09
0.75,0.03173067854541124,0.0001514280723560156,7.504154107940101e-06,7.504154107940101e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010354732604065912,1.5000000000000094e-05,0.00015,0.03189717854541124,0.052,1.0,6.624548076218722e-07,6.687272970655163e-07,1.4539377790353962e-09
0.76,0.031730677339178656,0.0001514280723532678,7.5042022552087524e-06,7.504202255208753e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010354850952337322,1.5000000000000094e-05,0.00015,0.031897177339178656,0.052,1.0,6.624628078059965e-07,6.687349380707499e-07,1.4707893230636759e-09
0.77,0.03173067613302236,0.00015142807235052347,7.504250212339121e-06,7.50425021233912e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010354968833815537,1.5000000000000094e-05,0.00015,0.03189717613302236,0.052,1.0,6.624707764356164e-07,6.687425489380052e-07,1.4875743186923311e-09
0.78,0.03173067492694237,0.00015142807234777567,7.504297979331207e-06,7.504297979331206e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010355086248493723,1.5000000000000094e-05,0.00015,0.03189717492694237,0.052,1.0,6.624787135102694e-07,6.687501296668109e-07,1.5042927659222884e-09
0.79,0.03173067372079075,0.00015142807234503133,7.5043459253671735e-06,7.504345925367173e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010355204103847814,1.5000000000000094e-05,0.00015,0.03189717372079075,0.052,1.0,6.624866803741098e-07,6.687577388473165e-07,1.5210738785107737e-09
0.8,0.03173067251470225,0.00015142807234228353,7.504393714157184e-06,7.504393714157185e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010355321573249731,1.5000000000000094e-05,0.00015,0.03189717251470225,0.052,1.0,6.624946211481885e-07,6.6876532310922e-07,1.537799955014728e-09
0.81,0.03173067130868207,0.0001514280723395392,7.504441332697106e-06,7.504441332697106e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010355438624728215,1.5000000000000094e-05,0.00015,0.03189717130868207,0.052,1.0,6.625025336712899e-07,6.687728803883646e-07,1.5544664439871803e-09
0.8200000000000001,0.031730670102730216,0.00015142807233679487,7.504488780986937e-06,7.504488780986937e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010355555258277182,1.5000000000000094e-05,0.00015,0.031897170102730216,0.052,1.0,6.625104179430023e-07,6.687804106843436e-07,1.5710733454281304e-09
0.8300000000000001,0.0317306688968467,0.00015142807233405053,7.5045360590266785e-06,7.504536059026678e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010355671473890578,1.5000000000000094e-05,0.00015,0.0318971688968467,0.052,1.0,6.625182739629153e-07,6.687879139967661e-07,1.5876206593375784e-09
0.84,0.0317306676910315,0.0001514280723313062,7.504583166816331e-06,7.504583166816331e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010355787271562375,1.5000000000000094e-05,0.00015,0.0318971676910315,0.052,1.0,6.625261017306201e-07,6.687953903252432e-07,1.6041083857159876e-09
0.85,0.031730666485284637,0.0001514280723285584,7.504630104355894e-06,7.504630104355894e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010355902651286556,1.5000000000000094e-05,0.00015,0.031897166485284636,0.052,1.0,6.625339012457088e-07,6.688028396693719e-07,1.6205365245628946e-09
0.86,0.03173066527960609,0.00015142807232581407,7.504676871645366e-06,7.504676871645366e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01035601761305713,1.5000000000000094e-05,0.00015,0.03189716527960609,0.052,1.0,6.625416725077758e-07,6.688102620287959e-07,1.6369050758782995e-09
0.87,0.031730664073995885,0.00015142807232306973,7.504723468684749e-06,7.504723468684749e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010356132156868128,1.5000000000000094e-05,0.00015,0.031897164073995884,0.052,1.0,6.625494155164163e-07,6.688176574031153e-07,1.6532140396622023e-09
0.88,0.031730662868454,0.0001514280723203254,7.504769895474043e-06,7.504769895474043e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010356246282713607,1.5000000000000094e-05,0.00015,0.031897162868454,0.052,1.0,6.625571302712277e-07,6.688250257919465e-07,1.6694634159150662e-09
0.89,0.03173066166298045,0.00015142807231758107,7.5048161520132474e-06,7.504816152013248e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010356359990587644,1.5000000000000094e-05,0.00015,0.03189716166298045,0.052,1.0,6.625648167718086e-07,6.688323671949077e-07,1.6856532046368913e-09
0.9,0.03173066045757522,0.00015142807231483674,7.5048622383023615e-06,7.504862238302362e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010356473280484325,1.5000000000000094e-05,0.00015,0.03189716045757522,0.052,1.0,6.625724750177582e-07,6.688396816116175e-07,1.701783405826751e-09
0.91,0.03173065925223833,0.0001514280723120924,7.504908154341386e-06,7.504908154341386e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010356586152397774,1.5000000000000094e-05,0.00015,0.03189715925223833,0.052,1.0,6.625801050086782e-07,6.688469690416967e-07,1.7178540194851085e-09
0.92,0.03173065804696975,0.00015142807230934807,7.504953900130321e-06,7.504953900130321e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010356698606322134,1.5000000000000094e-05,0.00015,0.03189715804696975,0.052,1.0,6.625877067441717e-07,6.688542294847676e-07,1.7338650456124272e-09
0.93,0.031730656841769504,0.00015142807230660374,7.504999475669167e-06,7.504999475669167e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010356810642251567,1.5000000000000094e-05,0.00015,0.031897156841769504,0.052,1.0,6.625952802238433e-07,6.688614629404538e-07,1.749816484208707e-09
0.9400000000000001,0.03173065563663759,0.00015142807230386288,7.505044880957923e-06,7.505044880957923e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01035692226018025,1.5000000000000094e-05,0.00015,0.03189715563663759,0.052,1.0,6.626028254472982e-07,6.688686694083949e-07,1.7657083352730215e-09
0.9500000000000001,0.031730654431574,0.00015142807230111507,7.505090115996589e-06,7.505090115996589e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010357033460102394,1.5000000000000094e-05,0.00015,0.031897154431574,0.052,1.0,6.626103424141441e-07,6.688758488881718e-07,1.7815405988062971e-09
0.96,0.031730653226578746,0.0001514280722983742,7.505135180785165e-06,7.505135180785166e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010357144242012223,1.5000000000000094e-05,0.00015,0.031897153226578746,0.052,1.0,6.626178311239895e-07,6.688830013794728e-07,1.7973132748080706e-09
0.97,0.03173065202165181,0.00015142807229562988,7.5051800753236525e-06,7.505180075323652e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010357254605903988,1.5000000000000094e-05,0.00015,0.03189715202165181,0.052,1.0,6.626252915764452e-07,6.688901268818815e-07,1.813026363278342e-09
0.98,0.03173065081679321,0.00015142807229288902,7.5052247996120495e-06,7.50522479961205e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01035736455177196,1.5000000000000094e-05,0.00015,0.03189715081679321,0.052,1.0,6.626327237711223e-07,6.688972253950591e-07,1.8286798642175745e-09
0.99,0.03173064961200293,0.00015142807229014468,7.505269353650357e-06,7.505269353650358e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01035747407961043,1.5000000000000094e-05,0.00015,0.03189714961200293,0.052,1.0,6.626401277076346e-07,6.689042969186062e-07,1.8442737776253048e-09
1.0,0.03173064840728098,0.00015142807228740382,7.505313737438575e-06,7.505313737438575e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010357583189413712,1.5000000000000094e-05,0.00015,0.03189714840728098,0.052,1.0,6.626475033855964e-07,6.689113414521874e-07,1.8598081035015331e-09
1.01,0.03173064720262736,0.0001514280722846595,7.505357950976704e-06,7.505357950976703e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010357691881176138,1.5000000000000094e-05,0.00015,0.03189714720262736,0.052,1.0,6.626548508046237e-07,6.68918358995406e-07,1.8752828418462593e-09
1.02,0.03173064599804207,0.00015142807228191862,7.505401994264742e-06,7.505401994264742e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010357800154892073,1.5000000000000094e-05,0.00015,0.03189714599804207,0.052,1.0,6.626621699643347e-07,6.689253495479296e-07,1.8906979926599465e-09
1.03,0.0317306447935251,0.0001514280722791743,7.505445867302691e-06,7.505445867302691e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010357908010555894,1.5000000000000094e-05,0.00015,0.0318971447935251,0.052,1.0,6.626694608643483e-07,6.689323131093644e-07,1.9060535559421317e-09
1.04,0.031730643589076464,0.00015142807227643343,7.505489570090551e-06,7.50548957009055e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010358015448161999,1.5000000000000094e-05,0.00015,0.031897143589076464,0.052,1.0,6.62676723504285e-07,6.689392496793801e-07,1.9213495316928147e-09
1.05,0.03173064238469616,0.0001514280722736891,7.505533102628321e-06,7.505533102628321e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010358122467704815,1.5000000000000094e-05,0.00015,0.03189714238469616,0.052,1.0,6.626839578837669e-07,6.689461592575864e-07,1.936585919912459e-09
1.06,0.03173064118038418,0.00015142807227094823,7.505576464916001e-06,7.505576464916001e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010358229069178784,1.5000000000000094e-05,0.00015,0.03189714118038418,0.052,1.0,6.626911640024175e-07,6.689530418436558e-07,1.951762720600601e-09
1.07,0.03173063997614052,0.00015142807226821084,7.505619656953591e-06,7.505619656953592e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010358335252578368,1.5000000000000094e-05,0.00015,0.03189713997614052,0.052,1.0,6.626983418598618e-07,6.689598974372307e-07,1.966879933757241e-09
1.08,0.0317306387719652,0.0001514280722654665,7.505662678741092e-06,7.505662678741092e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010358441017898063,1.5000000000000094e-05,0.00015,0.0318971387719652,0.052,1.0,6.627054914557265e-07,6.689667260379102e-07,1.9819375593823787e-09
1.09,0.0317306375678582,0.00015142807226272564,7.505705530278504e-06,7.505705530278504e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010358546365132375,1.5000000000000094e-05,0.00015,0.0318971375678582,0.052,1.0,6.627126127896394e-07,6.689735276453862e-07,1.9969355974764777e-09
1.1,0.03173063636381953,0.00015142807225998478,7.505748211565825e-06,7.505748211565826e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010358651294275836,1.5000000000000094e-05,0.00015,0.03189713636381953,0.052,1.0,6.6271970586123e-07,6.689803022592905e-07,2.0118740480390745e-09
1.11,0.03173063515984918,0.00015142807225724392,7.505790722603057e-06,7.505790722603057e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010358755805322998,1.5000000000000094e-05,0.00015,0.03189713515984918,0.052,1.0,6.627267706701292e-07,6.689870498792718e-07,2.0267529110701693e-09
1.12,0.03173063395594717,0.00015142807225450305,7.5058330633902e-06,7.5058330633902e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010358859898268437,1.5000000000000094e-05,0.00015,0.03189713395594717,0.052,1.0,6.627338072159694e-07,6.689937705049801e-07,2.041572186570225e-09
1.1300000000000001,0.031730632752113484,0.0001514280722517622,7.505875233927252e-06,7.505875233927252e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01035896357310675,1.5000000000000094e-05,0.00015,0.031897132752113484,0.052,1.0,6.627408154983843e-07,6.690004641360671e-07,2.0563318745383156e-09
1.1400000000000001,0.03173063154834812,0.00015142807224902133,7.5059172342142155e-06,7.505917234214215e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010359066829832553,1.5000000000000094e-05,0.00015,0.03189713154834812,0.052,1.0,6.627477955170095e-07,6.690071307721855e-07,2.0710319749753672e-09
1.1500000000000001,0.03173063034465109,0.00015142807224628047,7.505959064251089e-06,7.505959064251089e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010359169668440494,1.5000000000000094e-05,0.00015,0.03189713034465109,0.052,1.0,6.62754747271482e-07,6.690137704129899e-07,2.08567248788138e-09
1.16,0.03173062914095192,0.0001514280722435396,7.506000899825592e-06,7.506000899825592e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010359272521099824,1.5000000000000094e-05,0.00015,0.03189712914095192,0.052,1.0,6.627616999758738e-07,6.690204109609768e-07,2.1003149389574623e-09
1.17,0.03173062793723309,0.0001514280722408022,7.506042784669907e-06,7.506042784669907e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010359375495326876,1.5000000000000094e-05,0.00015,0.03189712793723309,0.052,1.0,6.62768660898147e-07,6.690270593578257e-07,2.1149746344675553e-09
1.18,0.03173062673357454,0.00015142807223805788,7.506084519316817e-06,7.506084519316817e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.0103594781007283,1.5000000000000094e-05,0.00015,0.03189712673357454,0.052,1.0,6.627755968883571e-07,6.690336839418253e-07,2.1295817608861714e-09
1.19,0.031730625529976283,0.00015142807223532048,7.5061261037663195e-06,7.50612610376632e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010359580337299397,1.5000000000000094e-05,0.00015,0.031897125529976283,0.052,1.0,6.627825079461847e-07,6.690402847127338e-07,2.144136318211921e-09
1.2,0.03173062432643831,0.00015142807223257962,7.506167538018415e-06,7.506167538018415e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010359682205035485,1.5000000000000094e-05,0.00015,0.03189712432643831,0.052,1.0,6.62789394071313e-07,6.690468616702033e-07,2.1586383064452674e-09
1.21,0.031730623122960634,0.00015142807222983876,7.506208822073104e-06,7.506208822073104e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010359783703931905,1.5000000000000094e-05,0.00015,0.031897123122960634,0.052,1.0,6.627962552634259e-07,6.690534148139487e-07,2.173087725586674e-09
1.22,0.03173062191954325,0.0001514280722270979,7.506249955930387e-06,7.506249955930387e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010359884833984003,1.5000000000000094e-05,0.00015,0.03189712191954325,0.052,1.0,6.628030915222086e-07,6.690599441436695e-07,2.187484575635677e-09
1.23,0.031730620716186146,0.0001514280722243605,7.506290939590262e-06,7.506290939590262e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010359985595187146,1.5000000000000094e-05,0.00015,0.031897120716186146,0.052,1.0,6.628099028473467e-07,6.690664496590827e-07,2.2018288565918136e-09
1.24,0.03173061951288934,0.00015142807222161964,7.506331773052732e-06,7.506331773052731e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010360085987536726,1.5000000000000094e-05,0.00015,0.03189711951288934,0.052,1.0,6.628166892385283e-07,6.690729313598601e-07,2.21612056845601e-09
1.25,0.03173061830965282,0.00015142807221888224,7.506372456317793e-06,7.506372456317793e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010360186011028142,1.5000000000000094e-05,0.00015,0.03189711830965282,0.052,1.0,6.628234506954414e-07,6.690793892457357e-07,2.2303597112278035e-09
1.26,0.03173061710647659,0.00015142807221614485,7.5064129893854485e-06,7.506412989385449e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010360285665656816,1.5000000000000094e-05,0.00015,0.03189711710647659,0.052,1.0,6.62830187217776e-07,6.69085823316399e-07,2.2445462849071936e-09
1.27,0.03173061590336065,0.00015142807221340399,7.506453372255697e-06,7.506453372255697e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010360384951418182,1.5000000000000094e-05,0.00015,0.03189711590336065,0.052,1.0,6.628368988052226e-07,6.690922335715399e-07,2.2586802894941805e-09
