Time,species_1,species_2,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,compartment_1
9.05,0.005776675777946721,0.020329826471212613,0.025,1.0,0.5,3.5,1.25,1.0
9.06,0.005776675777946794,0.02032982647121257,0.025,1.0,0.5,3.5,1.25,1.0
9.07,0.005776675777946867,0.02032982647121253,0.025,1.0,0.5,3.5,1.25,1.0
9.08,0.00577667577794694,0.020329826471212488,0.025,1.0,0.5,3.5,1.25,1.0
9.09,0.005776675777947013,0.020329826471212446,0.025,1.0,0.5,3.5,1.25,1.0
9.1,0.0057766757779470854,0.020329826471212405,0.025,1.0,0.5,3.5,1.25,1.0
9.11,0.005776675777947158,0.020329826471212363,0.025,1.0,0.5,3.5,1.25,1.0
9.12,0.005776675777947231,0.02032982647121232,0.025,1.0,0.5,3.5,1.25,1.0
9.13,0.005776675777947304,0.02032982647121228,0.025,1.0,0.5,3.5,1.25,1.0
9.14,0.005776675777947377,0.020329826471212238,0.025,1.0,0.5,3.5,1.25,1.0
9.15,0.00577667577794745,0.020329826471212196,0.025,1.0,0.5,3.5,1.25,1.0
9.16,0.005776675777947523,0.020329826471212155,0.025,1.0,0.5,3.5,1.25,1.0
9.17,0.0057766757779475954,0.020329826471212113,0.025,1.0,0.5,3.5,1.25,1.0
9.18,0.005776675777947668,0.02032982647121207,0.025,1.0,0.5,3.5,1.25,1.0
9.19,0.005776675777947741,0.02032982647121203,0.025,1.0,0.5,3.5,1.25,1.0
9.2,0.005776675777947814,0.02032982647121199,0.025,1.0,0.5,3.5,1.25,1.0
9.21,0.005776675777947887,0.020329826471211943,0.025,1.0,0.5,3.5,1.25,1.0
9.22,0.00577667577794796,0.0203298264712119,0.025,1.0,0.5,3.5,1.25,1.0
9.23,0.0057766757779480335,0.02032982647121186,0.025,1.0,0.5,3.5,1.25,1.0
9.24,0.005776675777948106,0.02032982647121182,0.025,1.0,0.5,3.5,1.25,1.0
9.25,0.005776675777948179,0.020329826471211777,0.025,1.0,0.5,3.5,1.25,1.0
9.26,0.005776675777948252,0.020329826471211735,0.025,1.0,0.5,3.5,1.25,1.0
9.27,0.005776675777948325,0.020329826471211693,0.025,1.0,0.5,3.5,1.25,1.0
9.28,0.005776675777948398,0.020329826471211652,0.025,1.0,0.5,3.5,1.25,1.0
9.29,0.005776675777948471,0.02032982647121161,0.025,1.0,0.5,3.5,1.25,1.0
9.3,0.0057766757779485435,0.02032982647121157,0.025,1.0,0.5,3.5,1.25,1.0
9.31,0.005776675777948616,0.020329826471211527,0.025,1.0,0.5,3.5,1.25,1.0
9.32,0.005776675777948689,0.020329826471211485,0.025,1.0,0.5,3.5,1.25,1.0
9.33,0.005776675777948762,0.020329826471211444,0.025,1.0,0.5,3.5,1.25,1.0
9.34,0.005776675777948835,0.020329826471211402,0.025,1.0,0.5,3.5,1.25,1.0
9.35,0.005776675777948908,0.02032982647121136,0.025,1.0,0.5,3.5,1.25,1.0
9.36,0.005776675777948981,0.02032982647121132,0.025,1.0,0.5,3.5,1.25,1.0
9.37,0.0057766757779490535,0.020329826471211277,0.025,1.0,0.5,3.5,1.25,1.0
9.38,0.005776675777949126,0.020329826471211235,0.025,1.0,0.5,3.5,1.25,1.0
9.39,0.005776675777949199,0.020329826471211194,0.025,1.0,0.5,3.5,1.25,1.0
9.4,0.005776675777949272,0.020329826471211152,0.025,1.0,0.5,3.5,1.25,1.0
9.41,0.005776675777949345,0.02032982647121111,0.025,1.0,0.5,3.5,1.25,1.0
9.42,0.005776675777949418,0.02032982647121107,0.025,1.0,0.5,3.5,1.25,1.0
9.43,0.0057766757779494915,0.020329826471211027,0.025,1.0,0.5,3.5,1.25,1.0
9.44,0.005776675777949564,0.020329826471210986,0.025,1.0,0.5,3.5,1.25,1.0
9.45,0.005776675777949637,0.020329826471210944,0.025,1.0,0.5,3.5,1.25,1.0
9.46,0.00577667577794971,0.0203298264712109,0.025,1.0,0.5,3.5,1.25,1.0
9.47,0.005776675777949783,0.020329826471210857,0.025,1.0,0.5,3.5,1.25,1.0
9.48,0.005776675777949856,0.020329826471210816,0.025,1.0,0.5,3.5,1.25,1.0
9.49,0.005776675777949929,0.020329826471210774,0.025,1.0,0.5,3.5,1.25,1.0
9.5,0.0057766757779500015,0.020329826471210732,0.025,1.0,0.5,3.5,1.25,1.0
9.51,0.005776675777950074,0.02032982647121069,0.025,1.0,0.5,3.5,1.25,1.0
9.52,0.005776675777950147,0.02032982647121065,0.025,1.0,0.5,3.5,1.25,1.0
9.53,0.00577667577795022,0.020329826471210607,0.025,1.0,0.5,3.5,1.25,1.0
9.54,0.005776675777950293,0.020329826471210566,0.025,1.0,0.5,3.5,1.25,1.0
9.55,0.005776675777950366,0.020329826471210524,0.025,1.0,0.5,3.5,1.25,1.0
9.56,0.005776675777950439,0.020329826471210483,0.025,1.0,0.5,3.5,1.25,1.0
9.57,0.0057766757779505115,0.02032982647121044,0.025,1.0,0.5,3.5,1.25,1.0
9.58,0.005776675777950584,0.0203298264712104,0.025,1.0,0.5,3.5,1.25,1.0
9.59,0.005776675777950657,0.020329826471210358,0.025,1.0,0.5,3.5,1.25,1.0
9.6,0.00577667577795073,0.020329826471210316,0.025,1.0,0.5,3.5,1.25,1.0
9.61,0.005776675777950803,0.020329826471210274,0.025,1.0,0.5,3.5,1.25,1.0
9.62,0.005776675777950876,0.020329826471210233,0.025,1.0,0.5,3.5,1.25,1.0
9.63,0.0057766757779509495,0.02032982647121019,0.025,1.0,0.5,3.5,1.25,1.0
9.64,0.005776675777951022,0.02032982647121015,0.025,1.0,0.5,3.5,1.25,1.0
9.65,0.005776675777951095,0.020329826471210108,0.025,1.0,0.5,3.5,1.25,1.0
9.66,0.005776675777951168,0.020329826471210066,0.025,1.0,0.5,3.5,1.25,1.0
9.67,0.005776675777951241,0.020329826471210025,0.025,1.0,0.5,3.5,1.25,1.0
9.68,0.005776675777951314,0.020329826471209983,0.025,1.0,0.5,3.5,1.25,1.0
9.69,0.005776675777951387,0.02032982647120994,0.025,1.0,0.5,3.5,1.25,1.0
9.7,0.0057766757779514595,0.0203298264712099,0.025,1.0,0.5,3.5,1.25,1.0
9.71,0.005776675777951532,0.020329826471209855,0.025,1.0,0.5,3.5,1.25,1.0
9.72,0.005776675777951605,0.020329826471209813,0.025,1.0,0.5,3.5,1.25,1.0
9.73,0.005776675777951678,0.02032982647120977,0.025,1.0,0.5,3.5,1.25,1.0
9.74,0.005776675777951751,0.02032982647120973,0.025,1.0,0.5,3.5,1.25,1.0
9.75,0.005776675777951824,0.020329826471209688,0.025,1.0,0.5,3.5,1.25,1.0
9.76,0.005776675777951897,0.020329826471209646,0.025,1.0,0.5,3.5,1.25,1.0
9.77,0.0057766757779519695,0.020329826471209605,0.025,1.0,0.5,3.5,1.25,1.0
9.78,0.005776675777952042,0.020329826471209563,0.025,1.0,0.5,3.5,1.25,1.0
9.79,0.005776675777952115,0.02032982647120952,0.025,1.0,0.5,3.5,1.25,1.0
9.8,0.005776675777952188,0.02032982647120948,0.025,1.0,0.5,3.5,1.25,1.0
9.81,0.005776675777952261,0.02032982647120944,0.025,1.0,0.5,3.5,1.25,1.0
9.82,0.005776675777952334,0.020329826471209397,0.025,1.0,0.5,3.5,1.25,1.0
9.83,0.005776675777952408,0.020329826471209355,0.025,1.0,0.5,3.5,1.25,1.0
9.84,0.00577667577795248,0.020329826471209313,0.025,1.0,0.5,3.5,1.25,1.0
9.85,0.005776675777952553,0.020329826471209272,0.025,1.0,0.5,3.5,1.25,1.0
9.86,0.005776675777952626,0.02032982647120923,0.025,1.0,0.5,3.5,1.25,1.0
9.87,0.005776675777952699,0.02032982647120919,0.025,1.0,0.5,3.5,1.25,1.0
9.88,0.005776675777952772,0.020329826471209147,0.025,1.0,0.5,3.5,1.25,1.0
9.89,0.005776675777952845,0.020329826471209105,0.025,1.0,0.5,3.5,1.25,1.0
9.9,0.005776675777952918,0.020329826471209064,0.025,1.0,0.5,3.5,1.25,1.0
9.91,0.0057766757779529904,0.020329826471209022,0.025,1.0,0.5,3.5,1.25,1.0
9.92,0.005776675777953063,0.02032982647120898,0.025,1.0,0.5,3.5,1.25,1.0
9.93,0.005776675777953136,0.02032982647120894,0.025,1.0,0.5,3.5,1.25,1.0
9.94,0.005776675777953209,0.020329826471208897,0.025,1.0,0.5,3.5,1.25,1.0
9.95,0.005776675777953282,0.020329826471208855,0.025,1.0,0.5,3.5,1.25,1.0
9.96,0.005776675777953355,0.02032982647120881,0.025,1.0,0.5,3.5,1.25,1.0
9.97,0.005776675777953428,0.02032982647120877,0.025,1.0,0.5,3.5,1.25,1.0
9.98,0.0057766757779535004,0.020329826471208727,0.025,1.0,0.5,3.5,1.25,1.0
9.99,0.005776675777953573,0.020329826471208685,0.025,1.0,0.5,3.5,1.25,1.0
10.0,0.005776675777953646,0.020329826471208644,0.025,1.0,0.5,3.5,1.25,1.0
