Time,H2_HMPt,ATP,H2_HMPterinPP,AMP,p_ABA,PPi,H2_Pteroate,L_Glutamate,Phosphate,ADP,DHF,L_serine,Glycine,NADP,NADPH,THF,CH2_THF,compartment,FolK,FolP,FolC,GlyA,FolA,PanB,p_ABA_production,H2_HMPt_production,THF_drain,CH2_THF_drain
0.55,3.3157993087765866e-06,0.0096,1.0055346975023108e-05,0.00028,1.0056146283799701e-05,0.0005,9.945767085475318e-06,0.000846,0.01,0.00056,1.0113404474000335e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691028336461426,8.448187193000086e-05,1.0,5.029404391552326e-07,4.0447216046078076e-07,4.995159514892749e-07,1.12933117565314e-07,2.96320728407315e-07,3.3792748772000347e-07,1.66e-07,1.66e-07,6.443684742793184e-08,1.0147805091036414e-07
0.56,3.315809140445504e-06,0.0096,1.0056331278487647e-05,0.00028,1.0057140418933158e-05,0.0005,9.944817246822345e-06,0.000846,0.01,0.00056,1.0115435918439989e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016910401831050112,8.447861238060093e-05,1.0,5.02941930422774e-07,4.045517430682395e-07,4.994682468170838e-07,1.1506758121251887e-07,2.9638024932310793e-07,3.3791444952240374e-07,1.66e-07,1.66e-07,6.443706483096572e-08,1.014764375222004e-07
0.5700000000000001,3.3158188859949104e-06,0.0096,1.0057314821542264e-05,0.00028,1.0058133707537181e-05,0.0005,9.943868613918588e-06,0.000846,0.01,0.00056,1.0117466341832536e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016910519189032548,8.447536458782822e-05,1.0,5.02943408627708e-07,4.046312688554702e-07,4.994206027024106e-07,1.1719245639506471e-07,2.96439740322425e-07,3.379014583513129e-07,1.66e-07,1.66e-07,6.443728019827037e-08,1.0147482988044198e-07
0.58,3.3158284883570694e-06,0.0096,1.0058297585097685e-05,0.00028,1.0059126073454763e-05,0.0005,9.942921250129275e-06,0.000846,0.01,0.00056,1.0119495695860007e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016910634505627593,8.447213794569339e-05,1.0,5.029448651140003e-07,4.047107339712928e-07,4.993730223277086e-07,1.1929995049905307e-07,2.9649919998955905e-07,3.3788855178277354e-07,1.66e-07,1.66e-07,6.443749181785173e-08,1.0147323263617739e-07
0.59,3.3158379480310252e-06,0.0096,1.0059279569320842e-05,0.00028,1.0060117517351875e-05,0.0005,9.941975154900292e-06,0.000846,0.01,0.00056,1.0121523980944932e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691074778899353,8.446893237204809e-05,1.0,5.029462999573459e-07,4.047901384290577e-07,4.993255056651482e-07,1.2139013166900282e-07,2.965586283368903e-07,3.378757294881924e-07,1.66e-07,1.66e-07,6.443769970476051e-08,1.0147164575014498e-07
0.6,3.315847265515821e-06,0.0096,1.0060260774378666e-05,0.00028,1.0061108039894494e-05,0.0005,9.941030327677527e-06,0.000846,0.01,0.00056,1.0123551197509838e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691085904728864,8.446574778474398e-05,1.0,5.029477132334397e-07,4.048694822421456e-07,4.992780526868996e-07,1.234630680494261e-07,2.9661802537679874e-07,3.3786299113897596e-07,1.66e-07,1.66e-07,6.443790387404565e-08,1.014700691830667e-07
0.61,3.3158564413105e-06,0.0096,1.0061241200438085e-05,0.00028,1.0062097641748593e-05,0.0005,9.940086767906868e-06,0.000846,0.01,0.00056,1.0125577345977257e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.000169109682886712,8.446258410163274e-05,1.0,5.029491050179766e-07,4.0494876542396736e-07,4.992306633651332e-07,1.25518827784835e-07,2.966773911216644e-07,3.3785033640653095e-07,1.66e-07,1.66e-07,6.443810434075424e-08,1.0146850289564839e-07
0.62,3.3158654759141058e-06,0.0096,1.0062220847666035e-05,0.00028,1.0063086323580149e-05,0.0005,9.939144475034198e-06,0.000846,0.01,0.00056,1.0127602426769714e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691107552129949,8.445944124056602e-05,1.0,5.029504753866515e-07,4.0502798798796454e-07,4.991833376720189e-07,1.275574790197281e-07,2.967367255838673e-07,3.3783776496226405e-07,1.66e-07,1.66e-07,6.443830111993161e-08,1.0146694684857995e-07
0.63,3.3158743698256818e-06,0.0096,1.0063199716229445e-05,0.00028,1.0064074086055134e-05,0.0005,9.938203448505405e-06,0.000846,0.01,0.00056,1.0129626440309739e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016911180753331797,8.445631911939549e-05,1.0,5.029518244151594e-07,4.051071499476085e-07,4.99136075579727e-07,1.2957908989863107e-07,2.967960287757873e-07,3.3782527647758197e-07,1.66e-07,1.66e-07,6.443849422662135e-08,1.0146540100253525e-07
0.64,3.3158831235442718e-06,0.0096,1.0064177806295243e-05,0.00028,1.0065060929839524e-05,0.0005,9.937263687766375e-06,0.000846,0.01,0.00056,1.0131649387019862e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016911283992926393,8.445321765597283e-05,1.0,5.029531521791951e-07,4.0518625131640116e-07,4.990888770604279e-07,1.3158372856603568e-07,2.968553007098046e-07,3.3781287062389134e-07,1.66e-07,1.66e-07,6.443868367586526e-08,1.0146386531817238e-07
0.65,3.315891737568919e-06,0.0096,1.0065155118030365e-05,0.00028,1.0066046855599292e-05,0.0005,9.936325192262996e-06,0.000846,0.01,0.00056,1.013367126732261e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016911385248241564,8.445013676814971e-05,1.0,5.029544587544536e-07,4.0526529210787467e-07,4.990417420862917e-07,1.3357146316645406e-07,2.96914541398299e-07,3.3780054707259887e-07,1.66e-07,1.66e-07,6.443886948270347e-08,1.014623397561337e-07
0.66,3.3159002123986664e-06,0.0096,1.006613165160174e-05,0.00028,1.0067031864000413e-05,0.0005,9.935387961441155e-06,0.000846,0.01,0.00056,1.0135692081640515e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016911484527435585,8.444707637377779e-05,1.0,5.029557442166297e-07,4.0534427233559126e-07,4.989946706294887e-07,1.3554236184439152e-07,2.9697375085365075e-07,3.3778830549511114e-07,1.66e-07,1.66e-07,6.443905166217436e-08,1.0146082427704601e-07
0.67,3.315908548532558e-06,0.0096,1.0067107407176296e-05,0.00028,1.0068015955708862e-05,0.0005,9.934451994746734e-06,0.000846,0.01,0.00056,1.0137711830396103e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016911581838666742,8.444403639070872e-05,1.0,5.029570086414183e-07,4.0542319201314333e-07,4.989476626621888e-07,1.3749649274438054e-07,2.9703292908823975e-07,3.3777614556283485e-07,1.66e-07,1.66e-07,6.443923022931466e-08,1.0145931884152065e-07
0.68,3.3159167464696373e-06,0.0096,1.006808238492097e-05,0.00028,1.0068999131390614e-05,0.0005,9.933517291625624e-06,0.000846,0.01,0.00056,1.0139730514011904e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691167719009331,8.444101673679417e-05,1.0,5.029582521045145e-07,4.055020511541536e-07,4.989007181565626e-07,1.3943392401089932e-07,2.97092076114446e-07,3.377640669471767e-07,1.66e-07,1.66e-07,6.44394051991594e-08,1.0145782341015354e-07
0.6900000000000001,3.3159248067089474e-06,0.0096,1.0069056585002688e-05,0.00028,1.0069981391711643e-05,0.0005,9.932583851523712e-06,0.000846,0.01,0.00056,1.0141748132910446e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016911770589873572,8.443801732988584e-05,1.0,5.029594746816131e-07,4.055808497722746e-07,4.988538370847802e-07,1.4135472378847355e-07,2.971511919446495e-07,3.3775206931954334e-07,1.66e-07,1.66e-07,6.443957658674198e-08,1.0145633794352543e-07
0.7000000000000001,3.3159327297495317e-06,0.0096,1.0070030007588384e-05,0.00028,1.0070962737337923e-05,0.0005,9.931651673886881e-06,0.000846,0.01,0.00056,1.014376468751426e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016911862046165807,8.443503808783536e-05,1.0,5.029606764484089e-07,4.056595878811893e-07,4.988070194190118e-07,1.4325896022161533e-07,2.972102765912303e-07,3.3774015235134146e-07,1.66e-07,1.66e-07,6.443974440709414e-08,1.0145486240220188e-07
0.71,3.3159405160904338e-06,0.0096,1.0071002652844987e-05,0.00028,1.007194316893543e-05,0.0005,9.93072075816102e-06,0.000846,0.01,0.00056,1.0145780178245872e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016911951567128298,8.443207892849442e-05,1.0,5.02961857480597e-07,4.0573826549461063e-07,4.987602651314275e-07,1.4514670145484356e-07,2.972693300665684e-07,3.377283157139777e-07,1.66e-07,1.66e-07,6.443990867524605e-08,1.0145339674673339e-07
0.72,3.3159481662306974e-06,0.0096,1.007197452093943e-05,0.00028,1.0072922687170135e-05,0.0005,9.929791103792014e-06,0.000846,0.01,0.00056,1.0147794605527813e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016912039160919321,8.442913976971467e-05,1.0,5.029630178538721e-07,4.058168826262813e-07,4.987135741941978e-07,1.4701801563263647e-07,2.973283523830438e-07,3.377165590788587e-07,1.66e-07,1.66e-07,6.444006940622624e-08,1.0145194093765562e-07
0.73,3.315955680669365e-06,0.0096,1.0072945612038643e-05,0.00028,1.0073901292708016e-05,0.0005,9.928862710225749e-06,0.000846,0.01,0.00056,1.0149807969782612e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691212483569716,8.442622052934777e-05,1.0,5.029641576439293e-07,4.0589543928997456e-07,4.986669465794926e-07,1.4887297089953328e-07,2.9738734355303653e-07,3.3770488211739113e-07,1.66e-07,1.66e-07,6.444022661506167e-08,1.0145049493548934e-07
0.74,3.3159630599054812e-06,0.0096,1.0073915926309557e-05,0.00028,1.0074878986215047e-05,0.0005,9.927935576908116e-06,0.000846,0.01,0.00056,1.0151820271432795e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016912208599620092,8.442332112524541e-05,1.0,5.029652769264634e-07,4.05973935499493e-07,4.986203822594823e-07,1.50711635400019e-07,2.9744630358892665e-07,3.3769328450098166e-07,1.66e-07,1.66e-07,6.444038031677778e-08,1.0144905870074067e-07
0.75,3.315970304438089e-06,0.0096,1.0074885463919105e-05,0.00028,1.0075855768357201e-05,0.0005,9.927009703284996e-06,0.000846,0.01,0.00056,1.0153831510900894e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.000169122904608464,8.442044147525926e-05,1.0,5.029663757771693e-07,4.060523712686697e-07,4.985738812063371e-07,1.525340772786125e-07,2.9750523250309404e-07,3.3768176590103706e-07,1.66e-07,1.66e-07,6.444053052639838e-08,1.0144763219390117e-07
0.76,3.3159774147662316e-06,0.0096,1.0075854225034213e-05,0.00028,1.0076831639800453e-05,0.0005,9.926085088802279e-06,0.000846,0.01,0.00056,1.0155841688609437e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691237042753436,8.441758149724096e-05,1.0,5.029674542717419e-07,4.0613074661136737e-07,4.985274433922273e-07,1.543403646798327e-07,2.9756413030791874e-07,3.3767032598896385e-07,1.66e-07,1.66e-07,6.444067725894585e-08,1.0144621537544782e-07
0.77,3.3159843913889528e-06,0.0096,1.0076822209821818e-05,0.00028,1.0077806601210779e-05,0.0005,9.925161732905848e-06,0.000846,0.01,0.00056,1.0157850804980953e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016912448507842257,8.441474110904219e-05,1.0,5.029685124858763e-07,4.062090615414788e-07,4.984810687893228e-07,1.5613056574819171e-07,2.976229970157809e-07,3.3765896443616873e-07,1.66e-07,1.66e-07,6.444082052944097e-08,1.014448082058433e-07
0.78,3.3159912589125467e-06,0.0096,1.007778943041904e-05,0.00028,1.0078780689331594e-05,0.0005,9.924239600350418e-06,0.000846,0.01,0.00056,1.0159858886936553e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016912525100179889,8.441191629659997e-05,1.0,5.02969554151855e-07,4.0628731800982985e-07,4.984347556274655e-07,1.5790800962268986e-07,2.976818334154636e-07,3.376476651863999e-07,1.66e-07,1.66e-07,6.444096106897526e-08,1.0144340869749324e-07
0.79,3.3159980300931422e-06,0.0096,1.007875589307893e-05,0.00028,1.007975392317208e-05,0.0005,9.923318672943495e-06,0.000846,0.01,0.00056,1.0161865948371706e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691260041112495,8.440910497862398e-05,1.0,5.029705812045278e-07,4.063655170158242e-07,4.983885029929559e-07,1.5967442246737256e-07,2.977406399141013e-07,3.376364199144959e-07,1.66e-07,1.66e-07,6.444109925663459e-08,1.0144201582010224e-07
0.8,3.3160046768692986e-06,0.0096,1.0079721583787027e-05,0.00028,1.0080726260656332e-05,0.0005,9.922398991230506e-06,0.000846,0.01,0.00056,1.0163871958315377e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016912673986494627,8.440631173120714e-05,1.0,5.029715893875351e-07,4.064436562791452e-07,4.983423129221467e-07,1.6142600904194048e-07,2.977994156042489e-07,3.3762524692482853e-07,1.66e-07,1.66e-07,6.444123425907959e-08,1.0144063184182635e-07
0.81,3.3160112000745318e-06,0.0096,1.0080686502876337e-05,0.00028,1.0081697702950875e-05,0.0005,9.921480554176019e-06,0.000846,0.01,0.00056,1.0165876917557747e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691274583986168,8.440353641764835e-05,1.0,5.02972578827305e-07,4.06521735840865e-07,4.982961853630341e-07,1.6316288273505542e-07,2.978581605090585e-07,3.376141456705934e-07,1.66e-07,1.66e-07,6.444136610125765e-08,1.0143925669597166e-07
0.8200000000000001,3.3160176005423565e-06,0.0096,1.008165065067987e-05,0.00028,1.0082668251222234e-05,0.0005,9.9205633607446e-06,0.000846,0.01,0.00056,1.0167880826888996e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016912815984798874,8.440077890124658e-05,1.0,5.029735496502646e-07,4.065997557420956e-07,4.982501202636146e-07,1.6488515693539272e-07,2.979168746516822e-07,3.376031156049863e-07,1.66e-07,1.66e-07,6.444149480811477e-08,1.0143789031582719e-07
0.8300000000000001,3.3160238791062895e-06,0.0096,1.0082614027530638e-05,0.00028,1.0083637906636935e-05,0.0005,9.919647409900823e-06,0.000846,0.01,0.00056,1.01698836870993e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016912884434878975,8.439803904530074e-05,1.0,5.029745019828419e-07,4.06677716023989e-07,4.982041175718852e-07,1.6659294503161418e-07,2.979755580552721e-07,3.37592156181203e-07,1.66e-07,1.66e-07,6.444162040459545e-08,1.0143653263466509e-07
0.84,3.3160300365998457e-06,0.0096,1.008357663376165e-05,0.00028,1.0084606670361502e-05,0.0005,9.918732700609253e-06,0.000846,0.01,0.00056,1.0171885498978843e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016912951203674746,8.439531671310975e-05,1.0,5.029754359514645e-07,4.067556167277364e-07,4.981581772358419e-07,1.682863604124087e-07,2.980342107429803e-07,3.37581266852439e-07,1.66e-07,1.66e-07,6.444174291564289e-08,1.0143518358574083e-07
0.85,3.3160360738565413e-06,0.0096,1.0084538469705912e-05,0.00028,1.0085574543562461e-05,0.0005,9.917819231834463e-06,0.000846,0.01,0.00056,1.01738862633178e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691301630475895,8.439261176797257e-05,1.0,5.029763516825601e-07,4.068334578945691e-07,4.981122992034816e-07,1.699655164664313e-07,2.980928327379589e-07,3.375704470718903e-07,1.66e-07,1.66e-07,6.444186236619886e-08,1.0143384310229329e-07
0.86,3.316041991709892e-06,0.0096,1.0085499535696439e-05,0.00028,1.0086541527406338e-05,0.0005,9.91690700254102e-06,0.000846,0.01,0.00056,1.0175885980906353e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691307975170435,8.438992407318812e-05,1.0,5.029772493025564e-07,4.069112395657579e-07,4.980664834228008e-07,1.7163052658232346e-07,2.9815142406335995e-07,3.375596962927525e-07,1.66e-07,1.66e-07,6.44419787812038e-08,1.0143251111754499e-07
0.87,3.3160477909934134e-06,0.0096,1.0086459832066238e-05,0.00028,1.0087507623059659e-05,0.0005,9.915996011693493e-06,0.000846,0.01,0.00056,1.0177884652534681e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913141558083715,8.438725349205533e-05,1.0,5.029781289378809e-07,4.0698896178261287e-07,4.98020729841796e-07,1.7328150414880794e-07,2.9820998474233567e-07,3.375490139682213e-07,1.66e-07,1.66e-07,6.444209218559682e-08,1.0143118756470217e-07
0.88,3.316053472540621e-06,0.0096,1.0087419359148317e-05,0.00028,1.0088472831688946e-05,0.0005,9.915086258256452e-06,0.000846,0.01,0.00056,1.0179882278992962e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913201737469801,8.438459988787311e-05,1.0,5.029789907149614e-07,4.0706662458648364e-07,4.979750384084638e-07,1.749185625545059e-07,2.98268514798038e-07,3.3753839955149246e-07,1.66e-07,1.66e-07,6.44422026043158e-08,1.014298723769551e-07
0.89,3.3160590371850312e-06,0.0096,1.0088378117275689e-05,0.00028,1.0089437154460727e-05,0.0005,9.914177741194467e-06,0.000846,0.01,0.00056,1.0181878861071376e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913260303435377,8.438196312394044e-05,1.0,5.029798347602255e-07,4.0714422801875957e-07,4.979294090708006e-07,1.7654181518809943e-07,2.983270142536191e-07,3.375278524957618e-07,1.66e-07,1.66e-07,6.444231006229729e-08,1.0142856548747801e-07
0.9,3.316064485760159e-06,0.0096,1.0089336106781361e-05,0.00028,1.0090400592541526e-05,0.0005,9.913270459472106e-06,0.000846,0.01,0.00056,1.0183874399560103e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913317269553208,8.437934306355621e-05,1.0,5.029806612001009e-07,4.0722177212086905e-07,4.978838417768032e-07,1.7815137543827068e-07,2.9838548313223115e-07,3.375173722542249e-07,1.66e-07,1.66e-07,6.444241458447662e-08,1.0142726682942947e-07
0.91,3.3160698190995202e-06,0.0096,1.0090293327998343e-05,0.00028,1.0091363147097871e-05,0.0005,9.912364412053938e-06,0.000846,0.01,0.00056,1.0185868895249323e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913372649396053,8.437673957001938e-05,1.0,5.029814701610151e-07,4.0729925693428004e-07,4.978383364744679e-07,1.7974735669367466e-07,2.984439214570261e-07,3.375069582800775e-07,1.66e-07,1.66e-07,6.44425161957879e-08,1.0142597633595238e-07
0.92,3.316075038036631e-06,0.0096,1.0091249781259646e-05,0.00028,1.0092324819296283e-05,0.0005,9.911459597904533e-06,0.000846,0.01,0.00056,1.0187862348929213e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691342645653668,8.437415250662887e-05,1.0,5.029822617693961e-07,4.0737668250049967e-07,4.977928931117915e-07,1.8132987234297318e-07,2.9850232925115613e-07,3.374966100265155e-07,1.66e-07,1.66e-07,6.444261492116407e-08,1.014246939401743e-07
0.93,3.3160801434050062e-06,0.0096,1.0092205466898277e-05,0.00028,1.0093285610303293e-05,0.0005,9.91055601598846e-06,0.000846,0.01,0.00056,1.0189854761389954e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913478704547852,8.437158173668361e-05,1.0,5.029830361516713e-07,4.074540488610744e-07,4.977475116367702e-07,1.828990357748348e-07,2.9856070653777334e-07,3.3748632694673444e-07,1.66e-07,1.66e-07,6.444271078553686e-08,1.0142341957520736e-07
0.9400000000000001,3.316085136038163e-06,0.0096,1.009316038524725e-05,0.00028,1.009424552128542e-05,0.0005,9.909653665270287e-06,0.000846,0.01,0.00056,1.0191846133421725e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913529407002332,8.436902712348253e-05,1.0,5.029837934342685e-07,4.0753135605758987e-07,4.97702191997401e-07,1.8445496037794163e-07,2.9861905334002985e-07,3.374761084939301e-07,1.66e-07,1.66e-07,6.444280381383688e-08,1.0142215317414863e-07
0.9500000000000001,3.3160900167696155e-06,0.0096,1.009411453663957e-05,0.00028,1.0095204553409193e-05,0.0005,9.908752544714587e-06,0.000846,0.01,0.00056,1.0193836465814704e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913578577472884,8.436648853032458e-05,1.0,5.029845337436152e-07,4.076086041316709e-07,4.976569341416802e-07,1.8599775954094872e-07,2.986773696810777e-07,3.374659541212983e-07,1.66e-07,1.66e-07,6.444289403099365e-08,1.0142089467008017e-07
0.96,3.3160947864328807e-06,0.0096,1.009506792140825e-05,0.00028,1.0096162707841137e-05,0.0005,9.907852653285925e-06,0.000846,0.01,0.00056,1.0195825759359074e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691362622953227,8.436396582050866e-05,1.0,5.029852572061393e-07,4.0768579312498125e-07,4.976117380176042e-07,1.875275466525314e-07,2.9873565558406903e-07,3.3745586328203464e-07,1.66e-07,1.66e-07,6.44429814619355e-08,1.0141964399606918e-07
0.97,3.3160994458614735e-06,0.0096,1.0096020539886296e-05,0.00028,1.0097119985747776e-05,0.0005,9.906953989948871e-06,0.000846,0.01,0.00056,1.019781401484501e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691367237675326,8.436145885733372e-05,1.0,5.029859639482682e-07,4.077629230792239e-07,4.975666035731698e-07,1.8904443510135824e-07,2.987939110721558e-07,3.374458354293349e-07,1.66e-07,1.66e-07,6.444306613158982e-08,1.0141840108516824e-07
0.98,3.31610399588891e-06,0.0096,1.009697239240672e-05,0.00028,1.0098076388295638e-05,0.0005,9.906056553667997e-06,0.000846,0.01,0.00056,1.0199801233062694e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.0001691371703270861,8.43589675040987e-05,1.0,5.029866540964298e-07,4.078399940361409e-07,4.975215307563736e-07,1.9054853827608426e-07,2.988521361684903e-07,3.374358700163948e-07,1.66e-07,1.66e-07,6.44431480648828e-08,1.0141716587041524e-07
0.99,3.3161084373487056e-06,0.0096,1.0097923479302533e-05,0.00028,1.0099031916651247e-05,0.0005,9.905160343407869e-06,0.000846,0.01,0.00056,1.0201787414802304e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913760210971092,8.435649162410253e-05,1.0,5.029873277770516e-07,4.079170060375131e-07,4.974765195152119e-07,1.9203996956539837e-07,2.9891033089622454e-07,3.374259664964101e-07,1.66e-07,1.66e-07,6.444322728673976e-08,1.0141593828483385e-07
1.0,3.3161127734236973e-06,0.0096,1.009887380816976e-05,0.00028,1.0099986581593464e-05,0.0005,9.904265342131388e-06,0.000846,0.01,0.00056,1.020377257304655e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913801956899803,8.435403075682203e-05,1.0,5.029879854729064e-07,4.0799395980688105e-07,4.97431568994014e-07,1.935191099434021e-07,2.989684956357493e-07,3.374161230272881e-07,1.66e-07,1.66e-07,6.4443303880405e-08,1.0141471810086824e-07
1.01,3.3161170050225646e-06,0.0096,1.0099823379573782e-05,0.00028,1.0100940384596354e-05,0.0005,9.903371548291165e-06,0.000846,0.01,0.00056,1.0205756708975697e-05,6.8e-05,0.000277,9.4e-07,9.4e-07,0.00016913842285084477,8.435158475519578e-05,1.0,5.029886273218226e-07,4.08070855408109e-07,4.973866791150638e-07,1.9498608135990223e-07,2.990266304216462e-07,3.3740633902078313e-07,1.66e-07,1.66e-07,6.444337787266728e-08,1.0141350524635993e-07
