CD8__T_cells__T_8_task1,NK_cells__N_6_task1,Pancreatic_cancer_cells__C_4_task1,Pancreatic_stellate_cells__P_7_task1,_1_task1,helper_T_cells__H_5_task1
7219847.2946642665,5258841.440214056,97539717526.58966,493798763.05598986,943.0,14557281.150465084
7219834.293678127,5258832.515478687,97539719568.81578,493798763.0568835,944.0,14539303.909907147
7219821.331539857,5258823.617496581,97539721584.56096,493798763.05776477,945.0,14521373.21531874
7219808.408238515,5258814.74626259,97539723573.2966,493798763.05863357,946.0,14503488.922351101
7219795.523777228,5258805.901781516,97539725534.42404,493798763.0594895,947.0,14485650.887719765
7219782.678173399,5258797.08406826,97539727467.27333,493798763.06033224,948.0,14467858.969210632
7219769.871458923,5258788.293147972,97539729371.10219,493798763.0611615,949.0,14450113.025686052
7219757.103680403,5258779.5290562045,97539731245.09486,493798763.0619769,950.0,14432412.917090908
7219744.374899358,5258770.791839061,97539733088.36101,493798763.062778,951.0,14414758.504458701
7219731.685192441,5258762.081553352,97539734899.93463,493798763.0635643,952.0,14397149.649917621
7219719.034651651,5258753.39826674,97539736678.77289,493798763.06433535,953.0,14379586.216696646
7219706.423384548,5258744.742057896,97539738423.75505,493798763.06509066,954.0,14362068.069131602
7219693.851514467,5258736.113016647,97539740133.68135,493798763.0658296,955.0,14344595.072671266
7219681.319180727,5258727.511244132,97539741807.27187,493798763.06655157,956.0,14327167.093883432
7219668.8265388515,5258718.936852947,97539743443.16547,493798763.067256,957.0,14309784.000461003
7219656.3737607775,5258710.389967301,97539745039.9186,493798763.0679421,958.0,14292445.661228066
7219643.96103507,5258701.870723166,97539746596.00426,493798763.0686092,959.0,14275151.946145974
7219631.588567138,5258693.379268428,97539748109.81084,493798763.06925654,960.0,14257902.726319434
7219619.256579443,5258684.91576304,97539749579.64105,493798763.06988335,961.0,14240697.874002583
7219606.965311721,5258676.480379168,97539751003.71078,493798763.0704888,962.0,14223537.262605071
7219594.715021187,5258668.073301349,97539752380.14796,493798763.0710719,963.0,14206420.766698144
7219582.4993416965,5258659.690023198,97539753741.26218,493798763.071648,964.0,14189348.026534457
7219570.280777763,5258651.303991378,97539755280.00594,493798763.07230794,965.0,14172317.579085512
7219558.097599277,5258642.942312348,97539756798.35245,493798763.0729585,966.0,14155330.648435483
7219545.949690316,5258634.604906314,97539758296.36429,493798763.07359964,967.0,14138387.098076068
7219533.836936008,5258626.291694215,97539759774.10081,493798763.0742314,968.0,14121486.792070506
7219521.759222443,5258618.002597652,97539761231.61871,493798763.0748538,969.0,14104629.595048655
7219509.716436566,5258609.737538822,97539762668.97243,493798763.0754669,970.0,14087815.372202048
7219497.7084660875,5258601.496440446,97539764086.21468,493798763.0760706,971.0,14071043.989278965
7219485.735199383,5258593.279225703,97539765483.39697,493798763.0766651,972.0,14054315.312579494
7219473.796525398,5258585.085818158,97539766860.57005,493798763.0772503,973.0,14037629.208950605
7219461.892333548,5258576.916141698,97539768217.78441,493798763.07782626,974.0,14020985.54578121
7219450.022513623,5258568.770120458,97539769555.09077,493798763.07839304,975.0,14004384.190997232
7219438.186955695,5258560.647678756,97539770872.54059,493798763.0789506,976.0,13987825.013056666
7219426.385550013,5258552.548741024,97539772170.18654,493798763.079499,977.0,13971307.880944652
7219414.61818691,5258544.473231737,97539773448.083,493798763.08003825,978.0,13954832.66416854
7219402.884756708,5258536.421075345,97539774706.28651,493798763.08056843,979.0,13938399.232752953
7219391.185149617,5258528.392196205,97539775944.8564,493798763.0810895,980.0,13922007.457234852
7219379.519255642,5258520.386518516,97539777163.85506,493798763.0816015,981.0,13905657.208658608
7219367.886964483,5258512.403966239,97539778363.34862,493798763.0821045,982.0,13889348.358571064
7219356.288165439,5258504.444463042,97539779543.40733,493798763.0825985,983.0,13873080.779016603
7219344.722747311,5258496.507932222,97539780704.10616,493798763.08308357,984.0,13856854.34253221
7219333.190598304,5258488.59429664,97539781845.5251,493798763.08355975,985.0,13840668.922142547
7219321.691605935,5258480.70347865,97539782967.74991,493798763.084027,986.0,13824524.391355008
7219310.225656926,5258472.835400034,97539784070.87234,493798763.0844854,987.0,13808420.624154793
7219298.792637118,5258464.989981928,97539785154.99086,493798763.08493507,988.0,13792357.494999971
7219287.392431367,5258457.167144758,97539786220.21097,493798763.085376,989.0,13776334.87881655
7219276.02492345,5258449.3668081695,97539787266.64578,493798763.0858083,990.0,13760352.650993537
7219264.689995967,5258441.588890957,97539788294.4165,493798763.0862319,991.0,13744410.687378006
7219253.387530244,5258433.833310999,97539789303.65292,493798763.0866469,992.0,13728508.864270171
7219242.117406235,5258426.099985185,97539790294.49387,493798763.0870535,993.0,13712647.058418442
7219230.879502428,5258418.388829351,97539791267.0877,493798763.08745164,994.0,13696825.147014497
7219219.6703244895,5258410.69738801,97539792238.8958,493798763.0878495,995.0,13681042.825767534
7219208.490959989,5258403.0264270045,97539793203.86496,493798763.08824426,996.0,13665300.038159948
7219197.342722505,5258395.376871053,97539794154.78401,493798763.0886326,997.0,13649596.740393516
7219186.225435847,5258387.748597449,97539795092.09001,493798763.0890146,998.0,13633932.808802249
7219175.138920111,5258380.141480846,97539796016.24101,493798763.0893906,999.0,13618308.120043697
7219164.082991551,5258372.555393173,97539796927.7168,493798763.0897608,1000.0,13602722.55109245
