A,AL,ALL,B,BL,BLL,D,DL,DLL,I,IL,ILL,Time
1.8408826738908213e-11,6.472583535428531e-09,5.532965898442372e-07,3.668864903427191e-07,1.375802278305025e-07,1.2906055455451992e-08,1.3106896589484585e-11,9.83017241808563e-09,1.8431573201750946e-06,9.67341670480075e-11,7.255049627097758e-08,1.3602970625263324e-05,2.65
1.840032308316959e-11,6.46959363692252e-09,5.530410047410157e-07,3.6671701303675346e-07,1.3751667488828902e-07,1.2900093732211809e-08,1.3155093969579497e-11,9.866320453168035e-09,1.8499350767568579e-06,9.668948828904973e-11,7.251698726578632e-08,1.3596687801609851e-05,2.66
1.8391823469860863e-11,6.466605159741105e-09,5.527855411366985e-07,3.665476162961527e-07,1.3745315215758937e-07,1.2894134843028985e-08,1.3203268437822741e-11,9.902451304361682e-09,1.8567096113594778e-06,9.664483076927723e-11,7.248349418995358e-08,1.3590407964656517e-05,2.67
1.8383327897060285e-11,6.4636181032086e-09,5.52530198973526e-07,3.6637830008261684e-07,1.373896596240413e-07,1.2888178786556236e-08,1.3251420005106057e-11,9.938564979835376e-09,1.8634809255146047e-06,9.660019447859344e-11,7.245001703590694e-08,1.3584131112983522e-05,2.68
1.837483636284704e-11,6.460632466649643e-09,5.522749781937663e-07,3.66209064357864e-07,1.3732619727328933e-07,1.2882225561446915e-08,1.3299548682315992e-11,9.97466148775403e-09,1.8702490207531597e-06,9.65555794069066e-11,7.241655579607758e-08,1.3577857245171738e-05,2.69
1.8366348865301233e-11,6.457648249389194e-09,5.520198787397152e-07,3.660399090836307e-07,1.3726276509098492e-07,1.2876275166355028e-08,1.3347654480333929e-11,1.0010740836278682e-08,1.8770138986053374e-06,9.651098554412975e-11,7.238311046290034e-08,1.3571586359802717e-05,2.7
1.8357865402503876e-11,6.454665450752539e-09,5.517649005536961e-07,3.6587083422167174e-07,1.3719936306278637e-07,1.2870327599935219e-08,1.3395737410036074e-11,1.0046803033566484e-08,1.8837755606006037e-06,9.646641288018069e-11,7.234968102881358e-08,1.356531845545868e-05,2.71
1.834938597253691e-11,6.451684070065282e-09,5.515100435780599e-07,3.6570183973376024e-07,1.3713599117435889e-07,1.286438286084278e-08,1.3443797482293461e-11,1.0082848087770715e-08,1.8905340082676985e-06,9.642186140498205e-11,7.231626748625923e-08,1.3559053530722523e-05,2.72
1.834091057348318e-11,6.448704106653352e-09,5.51255307755185e-07,3.655329255816876e-07,1.3707264941137436e-07,1.2858440947733642e-08,1.349183470797196e-11,1.0118876007040769e-08,1.897289243134634e-06,9.637733110846123e-11,7.228286982768292e-08,1.3552791584177818e-05,2.73
1.8332439203426465e-11,6.445725559842999e-09,5.510006930274773e-07,3.653640917272635e-07,1.3700933775951166e-07,1.2852501859264377e-08,1.3539849097932276e-11,1.0154886799522183e-08,1.9040412667286975e-06,9.633282198055042e-11,7.224948804553376e-08,1.3546532614408805e-05,2.74
1.832397186045144e-11,6.4427484289607945e-09,5.507461993373703e-07,3.6519533813231564e-07,1.369460562044566e-07,1.28465655940922e-08,1.3587840663029944e-11,1.0190880473356607e-08,1.9107900805764483e-06,9.62883340111866e-11,7.221612213226453e-08,1.3540276620000402e-05,2.75
1.8315508542643706e-11,6.43977271333363e-09,5.504918266273248e-07,3.6502666475869017e-07,1.368828047319015e-07,1.284063215087496e-08,1.363580941411535e-11,1.0226857036681826e-08,1.9175356862037215e-06,9.624386719031154e-11,7.218277208033156e-08,1.3534023599538195e-05,2.7600000000000002
1.8307049248089772e-11,6.436798412288722e-09,5.502375748398292e-07,3.648580715682514e-07,1.3681958332754576e-07,1.2834701528271164e-08,1.3683755362033707e-11,1.0262816497631754e-08,1.924278085135626e-06,9.619942150787172e-11,7.214943788219474e-08,1.3527773551608446e-05,2.77
1.8298593974877058e-11,6.4338255251536034e-09,5.499834439173992e-07,3.6468955852288165e-07,1.3675639197709562e-07,1.2828773724939935e-08,1.3731678517625087e-11,1.0298758864336446e-08,1.9310172788965467e-06,9.615499695381854e-11,7.211611953031762e-08,1.3521526474798086e-05,2.7800000000000002
1.829014272109389e-11,6.430854051256129e-09,5.49729433802578e-07,3.645211255844815e-07,1.3669323066626392e-07,1.2822848739541051e-08,1.3779578891724398e-11,1.0334684144922081e-08,1.9377532690101425e-06,9.6110593518108e-11,7.208281701716721e-08,1.351528236769472e-05,2.79
1.8281695484829524e-11,6.427883989924474e-09,5.49475544437936e-07,3.643527727149698e-07,1.3663009938077047e-07,1.2816926570734924e-08,1.382745649516141e-11,1.0370592347510983e-08,1.9444860569993494e-06,9.606621119070104e-11,7.204953033521422e-08,1.3509041228886623e-05,2.8000000000000003
1.827325226417411e-11,6.424915340487136e-09,5.492217757660712e-07,3.641844998762835e-07,1.3656699810634186e-07,1.2811007217182606e-08,1.3875311338760731e-11,1.0406483480221615e-08,1.9512156443863784e-06,9.602184996156325e-11,7.201625947693289e-08,1.350280305696274e-05,2.81
1.8264813057218706e-11,6.421948102272928e-09,5.489681277296088e-07,3.640163070303775e-07,1.3650392682871142e-07,1.2805090677545779e-08,1.392314343334183e-11,1.0442357551168574e-08,1.957942032692717e-06,9.597750982066508e-11,7.198300443480105e-08,1.3496567850512691e-05,2.82
1.8256377862055296e-11,6.418982274610985e-09,5.487146002712013e-07,3.6384819413922493e-07,1.3644088553361938e-07,1.2799176950486771e-08,1.3970952789719039e-11,1.047821456846261e-08,1.9646652234391304e-06,9.593319075798165e-11,7.194976520130007e-08,1.349033560812676e-05,2.83
1.8247946676776748e-11,6.416017856830762e-09,5.484611933335283e-07,3.6368016116481714e-07,1.3637787420681265e-07,1.2793266034668545e-08,1.4018739418701528e-11,1.05140545402106e-08,1.971385218145659e-06,9.588889276349296e-11,7.191654176891491e-08,1.3484106328395905e-05,2.84
1.8239519499476864e-11,6.41305484826203e-09,5.482079068592971e-07,3.635122080691634e-07,1.3631489283404493e-07,1.2787357928754698e-08,1.4066503331093353e-11,1.0549877474515589e-08,1.978102018331623e-06,9.584461582718363e-11,7.188333413013415e-08,1.3477880009911755e-05,2.85
1.823109632825033e-11,6.410093248234884e-09,5.479547407912421e-07,3.63344334814291e-07,1.362519414010768e-07,1.2781452631409463e-08,1.4114244537693421e-11,1.0585683379476754e-08,1.9848156255156176e-06,9.580035993904322e-11,7.185014227744989e-08,1.3471656651266604e-05,2.86
1.8222677161192748e-11,6.407133056079732e-09,5.477016950721248e-07,3.631765413622456e-07,1.3618901989367547e-07,1.2775550141297707e-08,1.4161963049295509e-11,1.0621472263189427e-08,1.991526041215519e-06,9.575612508906588e-11,7.181696620335777e-08,1.3465436251053418e-05,2.87
1.8214261996400633e-11,6.404174271127309e-09,5.474487696447342e-07,3.630088276750907e-07,1.3612612829761508e-07,1.2769650457084944e-08,1.420965887668826e-11,1.0657244133745092e-08,1.9982332669484795e-06,9.571191126725063e-11,7.178380590035708e-08,1.3459218807865834e-05,2.88
1.82058508319714e-11,6.401216892708655e-09,5.471959644518863e-07,3.6284119371490796e-07,1.3606326659867643e-07,1.2763753577437302e-08,1.4257332030655193e-11,1.069299899923139e-08,2.0049373042309315e-06,9.566771846360116e-11,7.175066136095062e-08,1.3453004320298152e-05,2.89
1.8197443666003365e-11,6.3982609201551424e-09,5.469432794364243e-07,3.6267363944379685e-07,1.3600043478264713e-07,1.2757859501021567e-08,1.4304982521974697e-11,1.072873686773211e-08,2.011638154578586e-06,9.562354666812596e-11,7.171753257764476e-08,1.3446792786945346e-05,2.9
1.818904049659575e-11,6.395306352798454e-09,5.466907145412187e-07,3.6250616482387516e-07,1.3593763283532152e-07,1.275196822650514e-08,1.435261036142004e-11,1.0764457747327203e-08,2.0183358195064336e-06,9.55793958708383e-11,7.168441954294945e-08,1.3440584206403052e-05,2.91
1.8180641321848684e-11,6.392353189970592e-09,5.464382697091672e-07,3.623387698172785e-07,1.3587486074250073e-07,1.2746079752556066e-08,1.4400215559759363e-11,1.080016164609278e-08,2.0250303005287445e-06,9.553526606175611e-11,7.165132224937817e-08,1.3434378577267578e-05,2.92
1.8172246139863205e-11,6.389401431003876e-09,5.461859448831946e-07,3.6217145438616063e-07,1.3581211848999263e-07,1.2740194077843022e-08,1.4447798127755698e-11,1.0835848572101105e-08,2.03172159915907e-06,9.549115723090214e-11,7.161824068944801e-08,1.3428175898135898e-05,2.93
1.816385494874125e-11,6.386451075230945e-09,5.459337400062528e-07,3.620042184926932e-07,1.3574940606361185e-07,1.2734311201035317e-08,1.4495358076166947e-11,1.0871518533420615e-08,2.03840971691024e-06,9.544706936830385e-11,7.158517485567954e-08,1.3421976167605652e-05,2.94
1.815546774658565e-11,6.383502121984752e-09,5.456816550213208e-07,3.6183706209906606e-07,1.3568672344917974e-07,1.2728431120802891e-08,1.4542895415745913e-11,1.0907171538115905e-08,2.0450946552943676e-06,9.540300246399345e-11,7.155212474059695e-08,1.341577938427515e-05,2.95
1.814708453150015e-11,6.3805545705985695e-09,5.454296898714051e-07,3.616699851674866e-07,1.3562407063252438e-07,1.272255383581632e-08,1.4590410157240274e-11,1.0942807594247737e-08,2.0517764158228447e-06,9.535895650800787e-11,7.151909033672798e-08,1.3409585546743364e-05,2.96
1.8138705301589386e-11,6.377608420405989e-09,5.451778444995386e-07,3.6150298766018053e-07,1.355614475994807e-07,1.2716679344746816e-08,1.463790231139261e-11,1.0978426709873044e-08,2.058455000006347e-06,9.531493149038883e-11,7.148607163660389e-08,1.3403394653609933e-05,2.97
1.8130330054958904e-11,6.374663670740913e-09,5.449261188487818e-07,3.6133606953939165e-07,1.3549885433589016e-07,1.2710807646266206e-08,1.4685371888940382e-11,1.1014028893044924e-08,2.0651304093548297e-06,9.52709274011827e-11,7.145306863275949e-08,1.3397206703475163e-05,2.98
1.8121958789715147e-11,6.371720320937567e-09,5.446745128622224e-07,3.611692307673812e-07,1.354362908276012e-07,1.2704938739046967e-08,1.4732818900615968e-11,1.1049614151812657e-08,2.0718026453775327e-06,9.522694423044064e-11,7.142008131773319e-08,1.3391021694940025e-05,2.99
1.8113591503965467e-11,6.3687783703304884e-09,5.444230264829747e-07,3.610024713064289e-07,1.3537375706046878e-07,1.2699072621762205e-08,1.4780243357146614e-11,1.108518249422168e-08,2.078471709582976e-06,9.518298196821857e-11,7.138710968406689e-08,1.3384839626606154e-05,3.0
1.81052281958181e-11,6.365837818254535e-09,5.441716596541802e-07,3.6083579111883224e-07,1.3531125302035474e-07,1.2693209293085644e-08,1.4827645269254488e-11,1.1120733928313622e-08,2.0851376034789652e-06,9.513904060457704e-11,7.135415372430604e-08,1.3378660497075852e-05,3.0100000000000002
1.8096868863382194e-11,6.3628986640448795e-09,5.439204123190077e-07,3.606691901669064e-07,1.3524877869312752e-07,1.2687348751691655e-08,1.4875024647656656e-11,1.1156268462126277e-08,2.091800328572586e-06,9.509512012958141e-11,7.13212134309997e-08,1.3372484304952084e-05,3.02
1.8088513504767785e-11,6.3599609070370045e-09,5.436692844206527e-07,3.605026684129847e-07,1.3518633406466233e-07,1.2681490996255225e-08,1.4922381503065095e-11,1.119178610369363e-08,2.098459886370211e-06,9.50512205333017e-11,7.128828879670038e-08,1.3366311048838478e-05,3.0300000000000002
1.8080162118085826e-11,6.35702454656672e-09,5.434182759023379e-07,3.603362258194184e-07,1.3512391912084112e-07,1.2675636025451979e-08,1.496971584618667e-11,1.122728686104583e-08,2.105116278377493e-06,9.50073418058127e-11,7.12553798139642e-08,1.3360140727339327e-05,3.04
1.8071814701448147e-11,6.354089581970146e-09,5.431673867073129e-07,3.601698623485765e-07,1.3506153384755254e-07,1.2669783837958171e-08,1.501702768772318e-11,1.1262770742209226e-08,2.1117695060993726e-06,9.49634839371939e-11,7.122248647535075e-08,1.3353973339059587e-05,3.0500000000000003
1.8063471252967493e-11,6.351156012583713e-09,5.429166167788542e-07,3.6000357796284607e-07,1.3499917823069193e-07,1.266393443245068e-08,1.5064317038371324e-11,1.1298237755206343e-08,2.1184195710400726e-06,9.491964691752951e-11,7.118960877342323e-08,1.3347808882604878e-05,3.06
1.805513177075749e-11,6.348223837744177e-09,5.426659660602653e-07,3.598373726246319e-07,1.349368522561613e-07,1.2658087807607022e-08,1.511158390882272e-11,1.1333687908055893e-08,2.125066474703102e-06,9.487583073690842e-11,7.115674670074834e-08,1.3341647356581484e-05,3.0700000000000003
1.8046796252932674e-11,6.345293056788602e-09,5.424154344948773e-07,3.596712462963566e-07,1.3487455590986947e-07,1.2652243962105334e-08,1.51588283097639e-11,1.1369121208772773e-08,2.1317102185912543e-06,9.483203538542432e-11,7.112390024989632e-08,1.3335488759596349e-05,3.08
1.8038464697608474e-11,6.3423636690543676e-09,5.421650220260469e-07,3.595051989404611e-07,1.3481228917773186e-07,1.2646402894624387e-08,1.520605025187631e-11,1.1404537665368072e-08,2.1383508042066087e-06,9.47882608531755e-11,7.109106941344095e-08,1.3329333090257078e-05,3.09
1.8030137102901213e-11,6.339435673879176e-09,5.419147285971591e-07,3.593392305194036e-07,1.3475005204567066e-07,1.2640564603843573e-08,1.525324974583633e-11,1.1439937285849077e-08,2.1449882330505312e-06,9.474450713026501e-11,7.105825418395948e-08,1.3323180347171942e-05,3.1
1.802181346692811e-11,6.336509070601033e-09,5.416645541516249e-07,3.591733409956605e-07,1.3468784449961467e-07,1.2634729088442924e-08,1.5300426802315268e-11,1.1475320078219264e-08,2.1516225066236733e-06,9.47007742068006e-11,7.10254545540328e-08,1.3317030528949872e-05,3.11
1.801349378780728e-11,6.333583858558268e-09,5.414144986328827e-07,3.590075303317259e-07,1.3462566652549946e-07,1.2628896347103085e-08,1.5347581431979355e-11,1.1510686050478304e-08,2.158253626425973e-06,9.465706207289473e-11,7.099267051624522e-08,1.331088363420046e-05,3.12
1.8005178063657732e-11,6.330660037089522e-09,5.411645619843973e-07,3.588417984901118e-07,1.3456351810926726e-07,1.262306637850534e-08,1.5394713645489733e-11,1.1546035210622057e-08,2.164881593956656e-06,9.461337071866461e-11,7.095990206318466e-08,1.3304739661533956e-05,3.13
1.7996866292599363e-11,6.327737605533748e-09,5.409147441496611e-07,3.5867614543334796e-07,1.3450139923686693e-07,1.2617239181331592e-08,1.54418234535025e-11,1.1581367566642603e-08,2.1715064107142347e-06,9.456970013423201e-11,7.092714918744247e-08,1.3298598609561277e-05,3.14
1.7988558472752983e-11,6.324816563230215e-09,5.406650450721926e-07,3.58510571123982e-07,1.3443930989425407e-07,1.2611414754264374e-08,1.5488910866668684e-11,1.1616683126528199e-08,2.178128078196509e-06,9.452605030972351e-11,7.089441188161362e-08,1.3292460476893995e-05,3.15
1.798025460224027e-11,6.3218969095185084e-09,5.404154646955377e-07,3.583450755245793e-07,1.3437725006739097e-07,1.2605593095986847e-08,1.553597589563424e-11,1.1651981898263323e-08,2.1847465979005675e-06,9.448242123527036e-11,7.086169013829654e-08,1.3286325262144344e-05,3.16
1.7971954679183814e-11,6.318978643738525e-09,5.401660029632689e-07,3.581796585977232e-07,1.343152197422465e-07,1.2599774205182796e-08,1.5583018551040065e-11,1.1687263889828644e-08,2.1913619713227866e-06,9.443881290100846e-11,7.082898395009318e-08,1.3280192963925219e-05,3.17
1.796365870170709e-11,6.3160617652304746e-09,5.399166598189856e-07,3.580143203060146e-07,1.3425321890479636e-07,1.2593958080536629e-08,1.5630038843522006e-11,1.1722529109201045e-08,2.1979741999588316e-06,9.439522529707849e-11,7.079629330960906e-08,1.3274063580850171e-05,3.18
1.7955366667934466e-11,6.313146273334886e-09,5.396674352063139e-07,3.578490606120723e-07,1.3419124754102277e-07,1.258814472073339e-08,1.5677036783710846e-11,1.1757777564353615e-08,2.204583285303656e-06,9.435165841362572e-11,7.076361820945313e-08,1.3267937111533414e-05,3.19
1.7947078575991203e-11,6.310232167392592e-09,5.394183290689067e-07,3.5768387947853275e-07,1.3412930563691464e-07,1.2582334124458727e-08,1.5724012382232317e-11,1.1793009263255653e-08,2.2111892288515044e-06,9.430811224080011e-11,7.073095864223791e-08,1.3261813554589817e-05,3.2
1.793879442400345e-11,6.307319446744749e-09,5.391693413504439e-07,3.575187768680504e-07,1.3406739317846762e-07,1.257652629039894e-08,1.5770965649707095e-11,1.1828224213872666e-08,2.2177920320959088e-06,9.42645867687564e-11,7.069831460057946e-08,1.3255692908634911e-05,3.21
1.7930514210098246e-11,6.3044081107328214e-09,5.38920471994632e-07,3.573537527432972e-07,1.3400551015168395e-07,1.257072121724093e-08,1.5817896596750816e-11,1.1863422424166382e-08,2.224391696529693e-06,9.422108198765394e-11,7.066568607709729e-08,1.3249575172284883e-05,3.22
1.7922237932403525e-11,6.301498158698583e-09,5.386717209452043e-07,3.5718880706696303e-07,1.3394365654257245e-07,1.2564918903672235e-08,1.5864805233974068e-11,1.189860390209474e-08,2.2309882236449708e-06,9.417759788765676e-11,7.063307306441442e-08,1.3243460344156578e-05,3.23
1.7913965589048113e-11,6.298589589984129e-09,5.384230881459208e-07,3.570239398017555e-07,1.3388183233714882e-07,1.2559119348381018e-08,1.5911691571982385e-11,1.1933768655611894e-08,2.237581614933146e-06,9.413413445893353e-11,7.060047555515741e-08,1.3237348422867496e-05,3.24
1.7905697178161718e-11,6.2956824039318635e-09,5.381745735405684e-07,3.568591509103997e-07,1.338200375214352e-07,1.2553322550056056e-08,1.595855562137627e-11,1.1968916692668216e-08,2.244171871884914e-06,9.409069169165765e-11,7.056789354195629e-08,1.3231239407035802e-05,3.25
1.789743269787494e-11,6.292776599884499e-09,5.379261770729604e-07,3.566944403556387e-07,1.3375827208146044e-07,1.2547528507386755e-08,1.6005397392751187e-11,1.2004048021210307e-08,2.2507589959902617e-06,9.40472695760072e-11,7.053532701744465e-08,1.322513329528031e-05,3.2600000000000002
1.788917214631926e-11,6.289872177185066e-09,5.376778986869372e-07,3.565298081002333e-07,1.3369653600326e-07,1.2541737219063148e-08,1.6052216896697555e-11,1.2039162649180981e-08,2.2573429887384667e-06,9.400386810216489e-11,7.050277597425954e-08,1.3219030086220494e-05,3.27
1.788091552162708e-11,6.286969135176908e-09,5.374297383263655e-07,3.5636525410696183e-07,1.336348292728761e-07,1.2535948683775882e-08,1.6099014143800762e-11,1.2074260584519282e-08,2.2639238516180997e-06,9.396048726031811e-11,7.047024040504151e-08,1.3212929778476484e-05,3.2800000000000002
1.787266282193164e-11,6.2840674732036745e-09,5.371816959351392e-07,3.5620077833862036e-07,1.3357315187635746e-07,1.2530162900216233e-08,1.614578914464116e-11,1.2109341835160471e-08,2.2705015861170233e-06,9.391712704065893e-11,7.043772030243462e-08,1.3206832370669064e-05,3.29
1.786441404536711e-11,6.281167190609333e-09,5.369337714571783e-07,3.5603638075802265e-07,1.3351150379975944e-07,1.25243798670761e-08,1.6192541909794095e-11,1.2144406409036053e-08,2.2770761937223934e-06,9.387378743338403e-11,7.040521565908641e-08,1.3200737861419677e-05,3.3000000000000003
