A_1_task1,C1_2_task1,C2_3_task1,M_4_task1,T_5_task1,_1_task1
1602943.7933737529,1990651.4004188578,523559.66185546847,1720015.983795179,90026.39588353795,226.25
1602896.8432562272,1990696.1636570115,523573.6668003077,1720048.4843186932,90023.6067467359,226.5
1602850.2499304889,1990740.5891816674,523587.56636923045,1720080.7391520438,90020.83879879965,226.75
1602804.010689579,1990784.679521531,523601.3613453014,1720112.750140229,90018.09187907791,227.0
1602758.122845551,1990828.4371885199,523615.05250646797,1720144.519115444,90015.3658280453,227.25
1602712.5837292646,1990871.8646779424,523628.64062561485,1720176.047897208,90012.66048729012,227.5
1602667.390690177,1990914.9644686745,523642.1264706175,1720207.3382924893,90009.97569950216,227.75
1602622.541096138,1990957.7390233364,523655.5108043963,1720238.3920958324,90007.3113084604,228.0
1602578.0323331824,1991000.1907884704,523668.79438497045,1720269.2110894823,90004.6671590208,228.25
1602533.861805322,1991042.322194718,523681.97796551173,1720299.7970435116,90002.04309710405,228.5
1602490.0269343408,1991084.1356569969,523695.0622943988,1720330.1517159466,89999.43896968331,228.75
1602446.5251595858,1991125.6335746776,523708.0481152707,1720360.2768528922,89996.85462477205,229.0
1602403.3539377616,1991166.818331762,523720.9361670812,1720390.1741886584,89994.28991141169,229.25
1602360.5107427237,1991207.6922970593,523733.7271841524,1720419.8454458863,89991.74467965943,229.5
1602317.99306527,1991248.2578243634,523746.421896229,1720449.292335674,89989.21878057603,229.75
1602275.798412935,1991288.5172526313,523759.0210285317,1720478.516557702,89986.71206621351,230.0
1602233.9243097834,1991328.4729061578,523771.5253018119,1720507.5198003608,89984.22438960294,230.25
1602192.3682962023,1991368.1270947556,523783.9354324049,1720536.303740874,89981.75560474221,230.5
1602151.1279286938,1991407.4821139302,523796.25213228434,1720564.8700454268,89979.30556658375,230.75
1602110.2007796697,1991446.5402450582,523808.47610911576,1720593.2203692906,89976.87413102234,231.0
1602069.5844372432,1991485.3037555646,523820.6080663109,1720621.356356949,89974.46115488283,231.25
1602029.2765050228,1991523.7748990988,523832.6487030813,1720649.279642225,89972.06649590793,231.5
1601989.2746019047,1991561.9559157132,523844.59871449263,1720676.991848405,89969.69001274594,231.75
1601949.5763618664,1991599.8490320395,523856.4587915181,1720704.4945883655,89967.33156493852,232.0
1601910.17943376,1991637.4564614664,523868.22962109296,1720731.7894646998,89964.99101290846,232.25
1601871.0814811045,1991674.780404316,523879.91188616795,1720758.878069843,89962.66821794742,232.5
1601832.2801818792,1991711.823048022,523891.5062657635,1720785.7619861981,89960.36304220372,232.75
1601793.7732283175,1991748.5865673067,523903.0134350237,1720812.4427862624,89958.07534867007,233.0
1601755.558326699,1991785.0731243566,523914.43406527006,1720838.9220327525,89955.80500117132,233.25
1601717.6332788016,1991821.2847807172,523925.76879923174,1720865.2012302915,89953.55186920422,233.5
1601680.0024473786,1991857.2165071075,523937.016285556,1720891.2779901016,89951.3162121001,233.75
1601642.6578232027,1991892.8766527,523948.1789343457,1720917.1572610044,89949.09755407544,234.0
1601605.5972333697,1991928.2672592038,523959.25738189573,1720942.8405282905,89946.89576612448,234.25
1601568.818520497,1991963.3903539667,523970.2522601849,1720968.3292666096,89944.71072016146,234.5
1601532.319542559,1991998.247950107,523981.1641969178,1720993.624940075,89942.54228901093,234.75
1601496.0981727194,1992032.8420466457,523991.99381556606,1721018.7290023628,89940.39034639794,235.0
1601460.1522991662,1992067.1746286408,524002.74173540995,1721043.642896815,89938.25476693819,235.25
1601424.4798249463,1992101.2476673191,524013.4085715798,1721068.3680565406,89936.13542612827,235.5
1601389.0786677985,1992135.06312021,524023.9949350975,1721092.905904517,89934.03220033583,235.75
1601353.9467599876,1992168.6229312778,524034.5014329181,1721117.2578536922,89931.94496678974,236.0
1601319.0820481393,1992201.9290310547,524044.9286679712,1721141.425307086,89929.87360357033,236.25
1601284.4824930732,1992234.983336774,524055.2772392023,1721165.409657892,89927.8179895996,236.5
1601250.1460696377,1992267.7877525028,524065.5477416146,1721189.2122895792,89925.77800463131,236.75
1601216.070766543,1992300.344169275,524075.74076631013,1721212.8345759925,89923.75352924131,237.0
1601182.2545861967,1992332.6544652237,524085.8569005317,1721236.2778814565,89921.74444481758,237.25
1601148.6955445362,1992364.7205057153,524095.89672770386,1721259.543560875,89919.7506335506,237.5
1601115.3916708634,1992396.5441434816,524105.86082747485,1721282.6329598345,89917.77197842338,237.75
1601082.3410076795,1992428.1272187522,524115.7497757577,1721305.5474147042,89915.80836320172,238.0
1601049.5416105173,1992459.4715593883,524125.5641447721,1721328.2882527383,89913.85967242443,238.25
1601016.9915477769,1992490.5789810158,524135.3045030856,1721350.8567921785,89911.92579139347,238.5
1600984.6889005587,1992521.4512871571,524144.97141565516,1721373.2543423537,89910.00660616417,238.75
1600952.6317624985,1992552.0902693649,524154.56544386875,1721395.4822037835,89908.10200353543,239.0
1600920.8182395997,1992582.4977073553,524164.0871455867,1721417.5416682789,89906.2118710399,239.25
1600889.2464500694,1992612.6753691393,524173.53707518324,1721439.4340190443,89904.33609693412,239.5
1600857.914524151,1992642.625011158,524182.9157835881,1721461.1605307788,89902.47457018882,239.75
1600826.8206039588,1992672.348378413,524192.22381832777,1721482.7224697778,89900.62718047904,240.0
1600795.9628433122,1992701.847204601,524201.4617235673,1721504.1210940352,89898.79381817434,240.25
1600765.3394075693,1992731.1232122467,524210.63004015136,1721525.3576533445,89896.97437432897,240.5
1600734.948473461,1992760.1781128347,524219.72930564615,1721546.4333894008,89895.1687406721,240.75
1600704.7899459894,1992789.0121072407,524228.75944972795,1721567.348738242,89893.37691206767,241.0
1600674.863725635,1992817.6253991586,524237.72040435736,1721588.1041352404,89891.59888310621,241.25
1600645.1653085472,1992846.0220379315,524246.6136531269,1721608.7020590531,89889.83438553628,241.5
1600615.6929640176,1992874.2036496555,524255.4397037434,1721629.1436973603,89888.08331659652,241.75
1600586.4449737014,1992902.1718484606,524264.19906020176,1721649.4302294056,89886.34557426014,242.0
1600557.4196314805,1992929.9282366207,524272.8922228157,1721669.5628260856,89884.62105722674,242.25
1600528.615243327,1992957.4744046577,524281.51968824887,1721689.5426500356,89882.90966491436,242.5
1600500.030127168,1992984.8119314513,524290.081949546,1721709.3708557195,89881.21129745137,242.75
1600471.6626127467,1993011.9423843438,524298.579496164,1721729.0485895167,89879.52585566846,243.0
1600443.511041489,1993038.867319249,524307.012814003,1721748.5769898097,89877.85324109055,243.25
1600415.573766364,1993065.5882807588,524315.3823854378,1721767.957187073,89876.1933559288,243.5
1600387.8491517503,1993092.1068022498,524323.6886893483,1721787.1903039603,89874.54610307256,243.75
1600360.3355732972,1993118.4244059906,524331.932201151,1721806.2774553932,89872.91138608124,244.0
1600333.0314177903,1993144.5426032497,524340.1133928301,1721825.2197486477,89871.2891091764,244.25
1600305.9350830135,1993170.462894402,524348.2327329686,1721844.0182834435,89869.67917723357,244.5
1600279.0449776133,1993196.1867690354,524356.2906867793,1721862.6741520318,89868.0814957743,244.75
1600252.3595209622,1993221.7157060597,524364.2877161357,1721881.1884392821,89866.49597095807,245.0
1600225.8771430221,1993247.0511738113,524372.2242796037,1721899.562222771,89864.92250957423,245.25
1600199.5962842081,1993272.1946301623,524380.100832472,1721917.7965728708,89863.36101903401,245.5
1600173.5153952525,1993297.147522627,524387.9178267835,1721935.8925528356,89861.81140736243,245.75
1600147.6329370667,1993321.9112884684,524395.6757113666,1721953.8512188909,89860.27358319024,246.0
1600121.947380607,1993346.4873548066,524403.374931866,1721971.6736203204,89858.74745574592,246.25
1600096.4572067363,1993370.8771387248,524411.0159307737,1721989.3607995545,89857.23293484762,246.5
1600071.1609060888,1993395.0820473768,524418.5991474605,1722006.9137922586,89855.72993089508,246.75
1600046.0569789326,1993419.1034780943,524426.1250182068,1722024.33362742,89854.23835486162,247.0
1600021.1439350345,1993442.9428184938,524433.5939762337,1722041.6213274363,89852.75811828609,247.25
1599996.420293522,1993466.601446584,524441.0064517342,1722058.777908204,89851.28913326481,247.5
1599971.8845827486,1993490.080730873,524448.3628719043,1722075.8043792045,89849.83131244354,247.75
1599947.535340156,1993513.382030474,524455.6636609738,1722092.701743595,89848.38456900942,248.0
1599923.3711121378,1993536.5066952154,524462.9092402378,1722109.4709982937,89846.94881668291,248.25
1599899.3932030755,1993559.455145241,524470.0996462028,1722126.111574723,89845.52413052095,248.5
1599875.598955858,1993582.2291209535,524477.2354639953,1722142.6251501476,89844.11035386489,248.75
1599851.9859887236,1993604.8302644556,524484.3172388385,1722159.0132445232,89842.70734617196,249.0
1599828.5529217636,1993627.2598763567,524491.3453751465,1722175.2768084311,89841.3150255116,249.25
1599805.2983847952,1993649.5192480276,524498.3202743514,1722191.4167858285,89839.93331053157,249.5
1599782.2210172478,1993671.6096617007,524505.2423349317,1722207.4341141232,89838.56212045114,249.75
1599759.3194680507,1993693.532390568,524512.1119524402,1722223.329724248,89837.2013750545,250.0
