Time,D,N,v,d_D,d_N,d_v,k_D,k_N,k_D0,k_N0,p_v,v_0,K_D,K_N,K_v1,K_v2,I_0,n_1,n_2,n_3,n_4,f_D,f_N,f_v,I,compartment,Dyn_Secretion,NKB_Secretion,Firing_Rate,Dyn_Decay,NKB_Decay,FR_Decay
0.6900000000000001,2.2621290729769776,0.20404514724368633,315.16849067445037,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4653795527190779,0.3568941398021562,3180.2133731031995,0.21281379344022666,1.0,0.4653795527190779,0.3568941398021562,3180.2133731031995,0.5655322682442444,0.20404514724368633,3151.6849067445037
0.7000000000000001,2.261131258813915,0.20557058490508356,315.4546059112162,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4658729205529239,0.357810651851128,3183.240536597988,0.21301790017488786,1.0,0.4658729205529239,0.357810651851128,3183.240536597988,0.5652828147034787,0.20557058490508356,3154.5460591121623
0.71,2.260140879538786,0.20708997894458142,315.7423782301936,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4663694805889668,0.35873022895629736,3186.283672728152,0.21322308832130005,1.0,0.4663694805889668,0.35873022895629736,3186.283672728152,0.5650352198846965,0.20708997894458142,3157.4237823019357
0.72,2.259157948447007,0.2086034199070501,316.03180187750746,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.46686922840722217,0.3596528535894481,3189.342769472123,0.2134293571437069,1.0,0.46686922840722217,0.3596528535894481,3189.342769472123,0.5647894871117517,0.2086034199070501,3160.3180187750745
0.73,2.2581824787605473,0.21011099726586122,316.32287155199396,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.46737216036668294,0.36057850899324606,3192.4178188416813,0.21363670617876276,1.0,0.46737216036668294,0.36057850899324606,3192.4178188416813,0.5645456196901368,0.21011099726586122,3163.2287155199397
0.74,2.257214483635865,0.2116127994411893,316.61558240021964,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4678782735989125,0.3615071791750984,3195.508816824047,0.21384513523165716,1.0,0.4678782735989125,0.3615071791750984,3195.508816824047,0.5643036209089662,0.2116127994411893,3166.1558240021964
0.75,2.25625397617175,0.2131089138180691,316.9099300114347,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4683875660015284,0.36243884890076444,3198.6157633262965,0.21405464437239846,1.0,0.4683875660015284,0.36243884890076444,3198.6157633262965,0.5640634940429375,0.2131089138180691,3169.099300114347
0.76,2.2553009694170907,0.21459942676420832,317.20591041248906,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.46890003623162485,0.3633735036877716,3201.738662122087,0.21426523393225233,1.0,0.46890003623162485,0.3633735036877716,3201.738662122087,0.5638252423542727,0.21459942676420832,3172.059104124891
0.77,2.2543554763785463,0.21608442364755706,317.503520062736,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4694156836991763,0.36431112979869396,3204.8775208006095,0.21447690450033075,1.0,0.4694156836991763,0.36431112979869396,3204.8775208006095,0.5635888690946366,0.21608442364755706,3175.03520062736
0.78,2.2534175100281426,0.217563988853635,317.80275584894565,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4699345085604572,0.36525171423433234,3208.0323507177395,0.21468965692032888,1.0,0.4699345085604572,0.36525171423433234,3208.0323507177395,0.5633543775070357,0.217563988853635,3178.0275584894566
0.79,2.2524870833107764,0.21903820580261799,318.1036150802477,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.47045651171151454,0.36619524472684367,3211.2031669493026,0.21490349228740535,1.0,0.47045651171151454,0.36619524472684367,3211.2031669493026,0.5631217708276941,0.21903820580261799,3181.036150802477
0.8,2.251564209151642,0.2205071569661862,318.406095483121,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4709816947817182,0.36714170973284965,3214.3899882464234,0.21511841194520315,1.0,0.4709816947817182,0.36714170973284965,3214.3899882464234,0.5628910522879105,0.2205071569661862,3184.0609548312104
0.81,2.2506489004635704,0.22197092388413597,318.71019519644506,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.47151006012741936,0.36809109842656484,3217.5928369929275,0.21533441748300777,1.0,0.47151006012741936,0.36809109842656484,3217.5928369929275,0.5626622251158926,0.22197092388413597,3187.1019519644506
0.8200000000000001,2.2497411701542918,0.22342958718075845,319.0159127666264,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.47204161082573554,0.36904340069296426,3220.8117391647015,0.21555151073303994,1.0,0.47204161082573554,0.36904340069296426,3220.8117391647015,0.5624352925385729,0.22342958718075845,3190.159127666264
0.8300000000000001,2.2488410311336158,0.2248832265809873,319.32324714281174,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.47257635066848436,0.3699986071210222,3224.046724291034,0.2157696937678794,1.0,0.47257635066848436,0.3699986071210222,3224.046724291034,0.5622102577834039,0.2248832265809873,3193.2324714281176
0.84,2.2479484963205336,0.22633192092631915,319.6321976721979,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.47311428415628337,0.37095670899704236,3227.2978254178333,0.21598896889801775,1.0,0.47311428415628337,0.37095670899704236,3227.2978254178333,0.5619871240801334,0.22633192092631915,3196.321976721979
0.85,2.2470635786502466,0.22777574819050966,319.942764095447,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.47365541649283,0.3719176982980976,3230.5650790727314,0.21620933866953712,1.0,0.47365541649283,0.3719176982980976,3230.5650790727314,0.5617658946625617,0.22777574819050966,3199.42764095447
0.86,2.2461862910811203,0.22921478549504873,320.25494654221484,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4741997535793764,0.3728815676855988,3233.8485252320065,0.21643080586191277,1.0,0.4741997535793764,0.3728815676855988,3233.8485252320065,0.5615465727702801,0.22921478549504873,3202.5494654221484
0.87,2.245316646601566,0.23064910912441858,320.56874552679886,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.47474730200940934,0.3738483104990073,3237.1482072893073,0.21665337348593686,1.0,0.47474730200940934,0.3738483104990073,3237.1482072893073,0.5613291616503915,0.23064910912441858,3205.6874552679888
0.88,2.244454658236854,0.2320787945411381,320.88416194391095,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.47529806906354627,0.374817920749703,3240.464172026145,0.21687704478176123,1.0,0.47529806906354627,0.374817920749703,3240.464172026145,0.5611136645592135,0.2320787945411381,3208.8416194391093
0.89,2.2436003390558596,0.23350391640059745,321.2011970645803,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.47585206270465585,0.37579039311502316,3243.7964695840983,0.21710182321705745,1.0,0.47585206270465585,0.37579039311502316,3243.7964695840983,0.5609000847639649,0.23350391640059745,3212.011970645803
0.9,2.2427537021777453,0.2349245485656864,321.51985253218976,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4764092915732096,0.37676572293247557,3247.1451534387325,0.21732771248529145,1.0,0.4764092915732096,0.37676572293247557,3247.1451534387325,0.5606884255444363,0.2349245485656864,3215.1985253218977
0.91,2.2419147607785797,0.23634076412122065,321.84013035864945,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4769697649828726,0.377743906194143,3250.510280375186,0.21755471650411157,1.0,0.4769697649828726,0.377743906194143,3250.510280375186,0.5604786901946449,0.23634076412122065,3218.4013035864946
0.92,2.2410835280978985,0.23775263538816993,322.16203292071015,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.47753349291633684,0.3787249395412793,3253.8919104654137,0.2177828394138477,1.0,0.47753349291633684,0.3787249395412793,3253.8919104654137,0.5602708820244746,0.23775263538816993,3221.6203292071013
0.93,2.240260017445208,0.23916023393769167,322.48556295641805,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.47810048602140254,0.37970882025910646,3257.290107047024,0.2180120855761203,1.0,0.47810048602140254,0.37970882025910646,3257.290107047024,0.560065004361302,0.23916023393769167,3224.8556295641806
0.9400000000000001,2.239444242206436,0.2405636306049741,322.810723561715,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4786707556073143,0.38069554627182217,3260.7049367037425,0.21824245957255703,1.0,0.4786707556073143,0.38069554627182217,3260.7049367037425,0.559861060551609,0.2405636306049741,3228.10723561715
0.9500000000000001,2.238636215850326,0.2419628955028931,323.1375181871828,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.47924431364134934,0.3816851161378151,3264.1364692474294,0.21847396620361628,1.0,0.47924431364134934,0.3816851161378151,3264.1364692474294,0.5596590539625815,0.2419628955028931,3231.3751818718283
0.96,2.237835951934792,0.24335809803548686,323.4659506349334,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4798211727456649,0.3826775290450954,3267.5847777016506,0.21870661048751572,1.0,0.4798211727456649,0.3826775290450954,3267.5847777016506,0.559458987983698,0.24335809803548686,3234.659506349334
0.97,2.237043464113217,0.24474930691125205,323.79602505564634,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4804013461944048,0.38367278480694444,3271.049938286801,0.21894039765926462,1.0,0.4804013461944048,0.38367278480694444,3271.049938286801,0.5592608660283043,0.24474930691125205,3237.9602505564635
0.98,2.236258766140716,0.24613659015626516,324.1277459457543,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.48098484791107005,0.38467088385778686,3274.5320304067086,0.2191753331697987,1.0,0.48098484791107005,0.38467088385778686,3274.5320304067086,0.559064691535179,0.24613659015626516,3241.277459457543
0.99,2.235481871880354,0.2475200151271336,324.46111814477626,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.48157169246615195,0.3856718272492864,3278.0311366367737,0.21941142268521668,1.0,0.48157169246615195,0.3856718272492864,3278.0311366367737,0.5588704679700885,0.2475200151271336,3244.6111814477626
1.0,2.234712795309328,0.2488996485237801,324.7961468327985,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.48216189507503016,0.386675616646667,3281.5473427135544,0.21964867208611696,1.0,0.48216189507503016,0.386675616646667,3281.5473427135544,0.558678198827332,0.2488996485237801,3247.961468327985
1.01,2.2339515505251137,0.2502755564020645,325.13283752810327,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.48275547159613624,0.3876822543252607,3285.0807375258482,0.21988708746703392,1.0,0.48275547159613624,0.3876822543252607,3285.0807375258482,0.5584878876312784,0.2502755564020645,3251.3283752810325
1.02,2.2331981517515787,0.2516478041862467,325.4711960849454,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4833524385293838,0.38869174316728455,3288.631413107206,0.22012667513597262,1.0,0.4833524385293838,0.38869174316728455,3288.631413107206,0.5582995379378947,0.2516478041862467,3254.711960849454
1.03,2.232452613345068,0.25301645668129463,325.81122869147634,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4839528130148657,0.389704086658847,3292.199464629886,0.2203674416140413,1.0,0.4839528130148657,0.389704086658847,3292.199464629886,0.558113153336267,0.25301645668129463,3258.1122869147634
1.04,2.2317149498004616,0.25438157808504136,326.1529418678148,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.48455661283181833,0.3907192888871835,3295.784990400259,0.22060939363518084,1.0,0.48455661283181833,0.3907192888871835,3295.784990400259,0.5579287374501154,0.25438157808504136,3261.5294186781475
1.05,2.2309851757572066,0.25574323200019433,326.49634246426456,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.48516385639785536,0.39173735453812486,3299.388091855611,0.2208525381459906,1.0,0.48516385639785536,0.39173735453812486,3299.388091855611,0.5577462939393016,0.25574323200019433,3264.963424642646
1.06,2.230263306005331,0.2571014814462018,326.841437659678,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4857745627684674,0.3927582888937943,3303.0088735623585,0.22109688230564986,1.0,0.4857745627684674,0.3927582888937943,3303.0088735623585,0.5575658265013328,0.2571014814462018,3268.4143765967797
1.07,2.229549355491437,0.2584563888709789,327.18823495996514,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.48638875163679246,0.3937820978305375,3306.64744321567,0.22134243348593458,1.0,0.48638875163679246,0.3937820978305375,3306.64744321567,0.5573873388728593,0.2584563888709789,3271.882349599651
1.08,2.228843339324677,0.2598080161624976,327.536742196748,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4870064433336536,0.3948087878170841,3310.303911640487,0.22158919927132895,1.0,0.4870064433336536,0.3948087878170841,3310.303911640487,0.5572108348311693,0.2598080161624976,3275.36742196748
1.09,2.2281452727827196,0.26115642466024463,327.8869675261591,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4876276588278668,0.3958383659129408,3313.9783927939275,0.2218371874592314,1.0,0.4876276588278668,0.3958383659129408,3313.9783927939275,0.5570363181956799,0.26115642466024463,3278.8696752615906
1.1,2.227455171317702,0.26250167516655004,328.23891942778414,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4882524197268176,0.3968708397670161,3317.671003769066,0.2220864060602545,1.0,0.4882524197268176,0.3968708397670161,3317.671003769066,0.5568637928294256,0.26250167516655004,3282.3891942778414
1.11,2.226773050562179,0.26384382795779093,328.5926067037478,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4888807482773079,0.39790621761647754,3321.3818648001184,0.22233686329861915,1.0,0.4888807482773079,0.39790621761647754,3321.3818648001184,0.5566932626405448,0.26384382795779093,3285.926067037478
1.12,2.2260989263350592,0.2651829427954733,328.94803847794253,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.48951266736667265,0.3989445082858415,3325.11109926897,0.22258856761264204,1.0,0.48951266736667265,0.3989445082858415,3325.11109926897,0.5565247315837648,0.2651829427954733,3289.4803847794255
1.1300000000000001,2.2254328146475477,0.2665190789371955,329.3052241953998,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.49014820052416797,0.3999857211862937,3328.858833713118,0.22284152765531723,1.0,0.49014820052416797,0.3999857211862937,3328.858833713118,0.5563582036618869,0.2665190789371955,3293.0522419539975
1.1400000000000001,2.2247747317090845,0.2678522951474977,329.6641736218029,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4907873719226295,0.4010298663152438,3332.6251978349583,0.223095752294991,1.0,0.4907873719226295,0.4010298663152438,3332.6251978349583,0.5561936829272711,0.2678522951474977,3296.641736218029
1.1500000000000001,2.2241246939332853,0.2691826497085992,330.0248968431415,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4914302063804034,0.40207695425611084,3336.410324512457,0.22335125061613065,1.0,0.4914302063804034,0.40207695425611084,3336.410324512457,0.5560311734833213,0.2691826497085992,3300.248968431415
1.16,2.2234827179438907,0.27051020043102864,330.3874042655074,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4920767293635502,0.40312699617834336,3340.2143498112077,0.22360803192018686,1.0,0.4920767293635502,0.40312699617834336,3340.2143498112077,0.5558706794859727,0.27051020043102864,3303.8740426550744
1.17,2.222848820580723,0.27183500466414967,330.75170661503074,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4927269669883218,0.4041800038376705,3344.037412997862,0.22386610572655036,1.0,0.4927269669883218,0.4041800038376705,3344.037412997862,0.5557122051451807,0.27183500466414967,3307.5170661503075
1.18,2.2222230189056527,0.27315711930658504,331.1178149379569,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4933809460239134,0.4052359895765879,3347.879656554934,0.22412548177360253,1.0,0.4933809460239134,0.4052359895765879,3347.879656554934,0.5555557547264132,0.27315711930658504,3311.178149379569
1.19,2.2216053302085816,0.27447660081654374,331.4857406008641,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.494038693895492,0.40629496632507817,3351.741226197009,0.2243861700198609,1.0,0.494038693895492,0.40629496632507817,3351.741226197009,0.5554013325521454,0.27447660081654374,3314.857406008641
1.2,2.220995772013441,0.27579350522205315,331.8554952910206,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.49470023868749996,0.4073569476015628,3355.6222708883224,0.22464818064521933,1.0,0.49470023868749996,0.4073569476015628,3355.6222708883224,0.5552489430033603,0.27579350522205315,3318.554952910206
1.21,2.2203943620842077,0.2771078881311003,332.22709101688224,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.49536560914723954,0.4084219475140932,3359.522942861765,0.22491152405228398,1.0,0.49536560914723954,0.4084219475140932,3359.522942861765,0.5550985905210519,0.2771078881311003,3322.2709101688224
1.22,2.2198011184309467,0.2784198047416851,332.6005401087306,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.49603483468873677,0.4094899807617747,3363.4433976392593,0.22517621086780495,1.0,0.49603483468873677,0.4094899807617747,3363.4433976392593,0.5549502796077367,0.2784198047416851,3326.0054010873064
1.23,2.2192160593158747,0.27972930985178895,332.97585521945075,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.496707945396886,0.41056106263642744,3367.3837940535914,0.22544225194420472,1.0,0.496707945396886,0.41056106263642744,3367.3837940535914,0.5548040148289687,0.27972930985178895,3329.7585521945075
1.24,2.218639203259453,0.2810364578692619,333.35304932544955,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4973849720318805,0.411635209024487,3371.344294271622,0.22570965836120377,1.0,0.4973849720318805,0.411635209024487,3371.344294271622,0.5546598008148632,0.2810364578692619,3333.5304932544955
1.25,2.2180705690465103,0.28234130282163156,333.7321357277148,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4980659460339273,0.4127124364091416,3375.3250638189675,0.22597844142754417,1.0,0.4980659460339273,0.4127124364091416,3375.3250638189675,0.5545176422616276,0.28234130282163156,3337.3213572771483
1.26,2.2175101757323996,0.28364389836583664,334.11312805301526,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.49875089952825125,0.41379276187271086,3379.326271606112,0.2262486126828122,1.0,0.49875089952825125,0.41379276187271086,3379.326271606112,0.5543775439330999,0.28364389836583664,3341.1312805301527
1.27,2.2169580426491895,0.2849442977978889,334.49604025524184,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.4994398653303899,0.4148762030992657,3383.3480899559704,0.22652018389936054,1.0,0.4994398653303899,0.4148762030992657,3383.3480899559704,0.5542395106622974,0.2849442977978889,3344.9604025524186
1.28,2.216414189411897,0.2862425540624658,334.8808866168908,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.5001328769517808,0.41596277837749035,3387.3906946329407,0.22679316708433106,1.0,0.5001328769517808,0.41596277837749035,3387.3906946329407,0.5541035473529743,0.2862425540624658,3348.808866168908
1.29,2.215878635924759,0.28753871976243783,335.2676817506893,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.5008299686056461,0.41705250660379073,3391.454264873422,0.2270675744817796,1.0,0.5008299686056461,0.41705250660379073,3391.454264873422,0.5539696589811898,0.28753871976243783,3352.676817506893
